site,date,issue_date,actual,target_age_days,target,predicted,baseline_predicted,experimental_tail_probability,actual_tail_event,experimental_flag,error,baseline_error,source_error,season,year,history_age,event_group,site_training_status,extreme_group
241118183629,2026-01-30,2026-01-23,82.05,119,turbidity_reported,8.60287246874369,8.60287246874369,0.1809026414589063,1,False,2.157380566847407,2.157380566847407,73.44712753125631,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303392,2025-07-17,2025-07-10,433.33,15,ecoli,49.80258583702364,6.515435408041589,0.2323600973236009,1,False,2.145857358237629,4.056845653775147,383.52741416297636,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303320,2025-08-03,2025-07-27,833.33,28,ecoli,98.91234293222324,52.80272340884245,0.2323600973236009,1,False,2.122335776652343,2.7413049206811886,734.4176570677768,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118183501,2026-01-30,2026-01-23,36.25,28,turbidity_reported,3.5999132638224625,3.5999132638224625,0.0960653725661965,1,False,2.0916144971990587,2.0916144971990587,32.650086736177535,winter,2026,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033102,2025-04-29,2025-04-22,7.0,25,dissolved_oxygen,9.088001922692149,9.375,0.2052540782323786,1,False,2.0880019226921487,2.375,2.0880019226921487,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303396,2025-06-01,2025-05-25,366.67,53,ecoli,46.80950182925621,5.895195528645212,0.2323600973236009,1,False,2.039961393945919,3.9763609278501346,319.8604981707438,summer,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303397,2025-03-09,2025-03-02,30.8,17,conductivity,237.93778426767184,299.99999999999966,0.1805929919137466,1,False,2.0167369113853955,2.2476439749627435,207.13778426767183,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033100,2025-07-14,2025-07-07,700.0,35,ecoli,92.35139600204708,33.32999999999998,0.2323600973236009,1,False,2.016137062664331,3.01648827956499,607.6486039979529,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303392,2025-06-23,2025-06-16,466.67,17,ecoli,61.32430109938026,4.1189841044266515,0.2323600973236009,1,False,2.0154115034545326,4.51480691673273,405.34569890061977,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118183629,2025-10-03,2025-09-26,8.15,119,dissolved_oxygen,10.160641270656487,10.325,0.1297170564090095,1,False,2.010641270656487,2.174999999999999,2.010641270656487,autumn,2025,61–120 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303397,2025-11-15,2025-11-08,29.9,55,conductivity,224.2717948347224,283.99999999999983,0.1805929919137466,1,False,1.9865514663266945,2.2217329963649504,194.3717948347224,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118183308,2025-07-12,2025-07-05,700.0,36,ecoli,98.34651638415168,100.00000000000004,0.2323600973236009,1,False,1.9538939827264938,1.9373873701933304,601.6534836158484,summer,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303395,2025-07-11,2025-07-04,20.0,12,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.134431942444969,1,False,1.9459101490553132,1.9459101490553132,18.0,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
5303319,2025-09-19,2025-09-12,1066.67,62,ecoli,153.8683981823254,100.00000000000004,0.2323600973236009,1,False,1.9306582707169753,2.358113466167972,912.8016018176747,autumn,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033100,2025-04-15,2025-04-08,7.05,43,dissolved_oxygen,8.977081578643435,9.2,0.136018458200217,1,False,1.9270815786434357,2.1499999999999995,1.9270815786434357,spring,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
53033100,2025-04-16,2025-04-09,7.05,44,dissolved_oxygen,8.975123245310101,9.2,0.136018458200217,1,False,1.9251232453101013,2.1499999999999995,1.9251232453101013,spring,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303320,2025-09-07,2025-08-31,16.0,35,water_temperature,14.085073569215147,13.666666666666666,0.3906907281136829,1,False,1.9149264307848526,2.333333333333334,1.9149264307848526,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5306103,2025-03-19,2025-03-12,7.1,48,dissolved_oxygen,8.994126108620947,8.381818181818181,0.2323852871773597,1,False,1.8941261086209469,1.2818181818181813,1.8941261086209469,spring,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033102,2026-03-26,2026-03-19,7.9,36,dissolved_oxygen,9.76559633260224,9.6,0.077926435985335,1,False,1.8655963326022391,1.6999999999999993,1.8655963326022391,spring,2026,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
53033105,2025-01-19,2025-01-12,7.3,32,dissolved_oxygen,9.15845153297776,7.925,0.1334960250925598,1,False,1.8584515329777593,0.625,1.8584515329777593,winter,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182520,2025-05-04,2025-04-27,1133.33,28,ecoli,175.905057998104,173.35882541471776,0.2323600973236009,1,False,1.8581842540735103,1.8726820564498077,957.4249420018959,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118181741,2025-05-03,2025-04-26,11.5,28,turbidity_reported,0.95,0.95,0.0482765341938921,1,False,1.8578992717326002,1.8578992717326002,10.55,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303346,2025-02-02,2025-01-26,9367.0,12,other_coliform,1467.0999999999992,1467.0999999999992,0.384833601790656,1,False,1.8533305785321383,1.8533305785321383,7899.900000000001,winter,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303308,2025-08-16,2025-08-09,14300.0,28,other_coliform,2266.670000000001,2266.670000000001,0.4587186944033115,1,False,1.841576592257332,1.841576592257332,12033.329999999998,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
241118183404,2025-04-04,2025-03-28,9.8,35,turbidity_reported,65.85,65.85,0.1123954209881946,1,False,1.822905169417778,1.822905169417778,56.05,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303396,2026-03-08,2026-03-01,5.0,30,turbidity_legacy,0.0,0.0,0.0970850401418857,1,False,1.791759469228055,1.791759469228055,5.0,spring,2026,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303394,2025-06-13,2025-06-06,5.0,20,turbidity_legacy,0.0,0.0,0.0775179489588568,1,False,1.791759469228055,1.791759469228055,5.0,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033104,2025-04-01,2025-03-25,540.0,30,alkalinity,89.8875806233983,70.0,0.1333927796191526,1,False,1.7837959138026394,2.0307394018051657,450.1124193766017,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303384,2025-05-19,2025-05-12,7.3,23,dissolved_oxygen,9.05992390242024,8.3,0.2765496281526455,1,False,1.7599239024202395,1.0000000000000009,1.7599239024202395,spring,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303360,2025-11-24,2025-11-17,6.5,41,dissolved_oxygen,8.199293470780644,8.0,0.457767210536976,1,False,1.6992934707806437,1.5,1.6992934707806437,autumn,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118182520,2025-06-12,2025-06-05,4000.0,39,other_coliform,733.3300000000002,733.3300000000002,0.1381665971373634,1,False,1.6953410899979433,1.6953410899979433,3266.67,summer,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303397,2025-09-21,2025-09-14,15.0,28,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.0580137173388531,1,False,1.6739764335716714,1.6739764335716714,13.0,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
53033101,2025-07-25,2025-07-18,7.0,35,dissolved_oxygen,8.672866551731241,9.7,0.3053129633460676,1,False,1.672866551731241,2.6999999999999993,1.672866551731241,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303361,2025-08-14,2025-08-07,7.2,16,dissolved_oxygen,8.867155526609844,9.129166666666665,0.2513682019100683,1,False,1.667155526609844,1.9291666666666645,1.667155526609844,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
251221150501,2025-06-16,2025-06-09,14.7,120,turbidity_reported,2.0000000000000004,2.0000000000000004,0.142914234763357,1,False,1.6550484236861525,1.6550484236861525,12.7,summer,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033101,2025-06-20,2025-06-13,400.0,42,ecoli,80.04470965241266,299.99999999999966,0.2323600973236009,1,False,1.5989604538966589,0.2868511625576948,319.9552903475873,summer,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182616,2025-10-03,2025-09-26,600.0,20,ecoli,123.4951120734654,166.66999999999993,0.2323600973236009,1,False,1.5743284798552502,1.2765971725854914,476.5048879265346,autumn,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303393,2025-08-16,2025-08-09,14.8,14,water_temperature,13.229844183098017,10.833333333333334,0.353567011971742,1,False,1.570155816901984,3.966666666666667,1.570155816901984,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
251204213047,2026-02-28,2026-02-21,37.1,57,conductivity,181.79824015446803,178.7094207324703,0.1805929919137466,1,False,1.5681687496773113,1.551126935059969,144.69824015446804,winter,2026,36–60 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303306,2025-09-07,2025-08-31,15.0,35,water_temperature,13.449640349533151,11.75,0.2683277514284332,1,False,1.5503596504668486,3.25,1.5503596504668486,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033101,2025-10-10,2025-10-03,7.5,20,dissolved_oxygen,9.050157569701105,9.4,0.1441298388014733,1,False,1.5501575697011045,1.9000000000000004,1.5501575697011045,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118182407,2025-05-04,2025-04-27,333.33,28,ecoli,70.07555772218035,100.00000000000004,0.2323600973236009,1,False,1.5483850246951754,1.197008012313134,263.25444227781963,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303397,2025-09-21,2025-09-14,14.7,28,water_temperature,13.152532699807947,11.2625,0.1994162695964743,1,False,1.5474673001920518,3.4375,1.5474673001920518,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
251221145854,2025-02-16,2025-02-09,11.2,113,turbidity_reported,2.0000000000000004,2.0000000000000004,0.0988991585619106,1,False,1.402823663071101,1.402823663071101,9.2,winter,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303360,2025-02-27,2025-02-20,7.6,35,dissolved_oxygen,9.0012023763682,7.366666666666666,0.2788821994208271,1,False,1.4012023763682002,0.2333333333333334,1.4012023763682002,winter,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303397,2025-07-11,2025-07-04,7.7,12,dissolved_oxygen,9.082772471514833,9.6,0.0215061899094187,1,False,1.3827724715148326,1.8999999999999995,1.3827724715148326,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118181609,2025-08-02,2025-07-26,400.0,21,ecoli,100.37081672411526,100.00000000000004,0.2323600973236009,1,False,1.3751761810825762,1.3788409104653097,299.62918327588477,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303308,2025-10-11,2025-10-04,533.33,22,ecoli,134.27653152136804,141.05210796726044,0.2323600973236009,1,False,1.3736925606137635,1.3248196778140668,399.053468478632,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303320,2025-12-07,2025-11-30,533.33,56,ecoli,135.7017399394009,8.132609861952508,0.2323600973236009,1,False,1.363212153810422,4.069162116225321,397.62826006059913,winter,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033104,2025-08-13,2025-08-06,7.0,33,dissolved_oxygen,8.341503199247153,9.35,0.4568928925875337,1,False,1.3415031992471533,2.3499999999999996,1.3415031992471533,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303391,2025-02-08,2025-02-01,829.0,35,conductivity,219.57947290508503,292.0000000000001,0.1805929919137466,1,False,1.3251676495016564,1.0412530917735756,609.420527094915,winter,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118183404,2025-08-02,2025-07-26,8766.67,11,other_coliform,2333.329999999999,2333.329999999999,0.274706223114142,1,False,1.3233461805912565,1.3233461805912565,6433.340000000001,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303319,2025-07-19,2025-07-12,3733.33,98,other_coliform,1000.0,1000.0,0.2478031879760267,1,False,1.3165689179569462,1.3165689179569462,2733.33,summer,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303395,2025-06-14,2025-06-07,10.0,14,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.0360641449009547,1,False,1.2992829841302609,1.2992829841302609,8.0,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303395,2026-02-07,2026-01-31,10.0,42,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.0630963523643791,1,False,1.2992829841302609,1.2992829841302609,8.0,winter,2026,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303398,2026-02-22,2026-02-15,10.0,14,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.0640496599218962,1,False,1.2992829841302609,1.2992829841302609,8.0,winter,2026,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303391,2025-06-07,2025-05-31,10.0,44,turbidity_legacy,2.0000000000000004,2.0000000000000004,0.1142638306034051,1,False,1.2992829841302609,1.2992829841302609,8.0,summer,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118181609,2025-07-12,2025-07-05,3866.67,70,other_coliform,1066.6700000000003,1066.6700000000003,0.1785806452483349,1,False,1.2871735545159062,1.2871735545159062,2800.0,summer,2025,61–120 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303398,2025-11-16,2025-11-09,285.0,28,alkalinity,79.4033465585421,126.06230953487386,0.1458713403118004,1,False,1.2689360116387167,0.8113142184201223,205.5966534414579,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
5303309,2025-09-19,2025-09-12,9800.0,62,other_coliform,2800.000000000001,2800.000000000001,0.3593589972426609,1,False,1.2525079250090707,1.2525079250090707,6999.999999999999,autumn,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303346,2025-05-20,2025-05-13,400.0,15,ecoli,117.95869636030828,103.66599837076733,0.2323600973236009,1,False,1.2151850838536848,1.3431871150794787,282.0413036396917,spring,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303395,2026-02-22,2026-02-15,3716.67,15,other_coliform,12500.0,12500.0,0.2118126319046079,1,False,1.2127115131447948,1.2127115131447948,8783.33,winter,2026,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303393,2025-07-04,2025-06-27,8.0,14,dissolved_oxygen,9.206117257865282,9.8625,0.0427040781773194,1,False,1.206117257865282,1.8625000000000007,1.206117257865282,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303394,2025-08-10,2025-08-03,831.0,23,conductivity,248.3885365420901,274.0000000000001,0.1805929919137466,1,False,1.2048203727772453,1.107061343154637,582.6114634579098,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118181609,2026-01-03,2025-12-27,8.32,92,turbidity_reported,1.8718235478596263,1.8718235478596263,0.1615793610369049,1,False,1.1772154181665002,1.1772154181665002,6.448176452140374,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303318,2025-07-19,2025-07-12,9266.67,34,other_coliform,2866.670000000001,2866.670000000001,0.5042453699408317,1,False,1.1730321461929964,1.1730321461929964,6399.999999999999,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303394,2025-09-02,2025-08-26,14.2,23,water_temperature,13.056539545506867,10.75,0.1794335519828351,1,False,1.1434604544931322,3.4499999999999993,1.1434604544931322,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118183404,2026-01-30,2026-01-23,57.6,28,turbidity_reported,17.689985982967276,17.689985982967276,0.1006189500820611,1,False,1.1427468250907755,1.1427468250907755,39.91001401703272,winter,2026,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303346,2025-08-27,2025-08-20,8.14,24,ph,7.0,7.0,0.0340515530079984,1,False,1.1400000000000006,1.1400000000000006,1.1400000000000006,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
5303318,2025-02-08,2025-02-01,536.0,28,conductivity,171.07532157968845,216.2988725235361,0.1805929919137466,1,False,1.1380657973917305,0.9047243958308755,364.9246784203116,winter,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
251221154015,2025-09-07,2025-08-31,64.3,54,conductivity,200.60851770637595,70.79999999999997,0.1805929919137466,1,False,1.1273357495499585,0.09489243977179296,136.30851770637594,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033105,2025-06-11,2025-06-04,57.9,21,conductivity,179.5977603382437,116.00000000000004,0.1805929919137466,1,False,1.120431149020562,0.6863328441402157,121.69776033824368,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303308,2025-02-08,2025-02-01,536.0,28,conductivity,175.8371128500541,205.99999999999991,0.1805929919137466,1,False,1.1107690520239872,0.9532793012434961,360.1628871499459,winter,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
5303318,2025-08-16,2025-08-09,933.33,28,ecoli,308.4247381518132,202.14730382399887,0.2323600973236009,1,False,1.105114804699662,1.525898344386908,624.9052618481869,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033104,2025-06-07,2025-05-31,7.5,34,dissolved_oxygen,8.598727830529558,9.55,0.1310985601982765,1,False,1.0987278305295582,2.0500000000000007,1.0987278305295582,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303391,2025-06-07,2025-05-31,8.1,44,dissolved_oxygen,9.194037762966,9.49,0.0596534139289373,1,False,1.0940377629659999,1.3900000000000006,1.0940377629659999,summer,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033101,2025-05-09,2025-05-02,300.0,31,ecoli,100.85848718753569,149.4131347323099,0.2323600973236009,1,False,1.0835257952823882,0.6937245250496114,199.14151281246433,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303305,2025-05-27,2025-05-20,7.7,42,dissolved_oxygen,8.762230650764675,8.98076923076923,0.2203457065805943,1,False,1.0622306507646746,1.2807692307692298,1.0622306507646746,spring,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118183308,2025-10-03,2025-09-26,400.0,20,ecoli,138.29665981387953,166.66999999999993,0.2323600973236009,1,False,1.0573555251724045,0.8719636653568532,261.7033401861205,autumn,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303398,2025-07-25,2025-07-18,295.0,26,alkalinity,103.68980409505528,97.75377078116016,0.1463008610696471,1,False,1.0393577232806752,1.0977298661461896,191.31019590494472,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
53033104,2025-06-07,2025-05-31,15.0,34,water_temperature,13.984921704842533,9.0,0.3188638291409683,1,False,1.0150782951574673,6.0,1.0150782951574673,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
53033105,2025-03-22,2025-03-15,6.5,28,ph,7.5,7.5,0.0326304978340007,1,False,1.0,1.0,1.0,spring,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033102,2026-03-26,2026-03-19,6.5,36,ph,7.5,7.5,0.0202637271988664,1,False,1.0,1.0,1.0,spring,2026,36–60 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303387,2025-10-29,2025-10-22,6.0,91,ph,7.0,7.0,0.0685064406271936,1,False,1.0,1.0,1.0,autumn,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
53033102,2025-02-28,2025-02-21,160.0,28,hardness,58.50125228428635,60.00000000000001,0.1177968839477288,1,False,0.9954070058596312,0.9705305008111518,101.49874771571365,winter,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118181741,2026-01-03,2025-12-27,80.9,92,conductivity,220.30235887493657,227.24711681742355,0.1805929919137466,1,False,0.994030915313953,1.0249298968491916,139.40235887493657,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033101,2025-11-14,2025-11-07,74.0,35,conductivity,201.4883361639494,154.90437403110369,0.1805929919137466,1,False,0.9931941721610134,0.7317547187797908,127.48833616394941,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
241118183404,2025-09-13,2025-09-06,300.0,42,ecoli,110.68517293493449,66.67000000000003,0.2323600973236009,1,False,0.9914263075477168,1.492467314504741,189.31482706506551,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
53033105,2025-01-19,2025-01-12,385.0,32,conductivity,142.5164548541295,113.47270417003352,0.1805929919137466,1,False,0.9893876728659965,1.2155009664184053,242.4835451458705,winter,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033104,2025-07-11,2025-07-04,7.7,34,dissolved_oxygen,8.66822988068586,9.45,0.3120607854943188,1,False,0.9682298806858602,1.7499999999999991,0.9682298806858602,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303321,2025-06-21,2025-06-14,200.0,32,hardness,75.43606571473312,75.64767305239529,0.0625136254826984,1,False,0.9668502589449455,0.9640856612921498,124.56393428526688,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
53033101,2025-06-20,2025-06-13,7.7,42,dissolved_oxygen,8.655372142569762,9.85,0.1786118031267031,1,False,0.9553721425697619,2.1499999999999995,0.9553721425697619,summer,2025,36–60 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118183206,2025-09-13,2025-09-06,366.67,42,ecoli,142.1624711151831,166.66999999999993,0.2323600973236009,1,False,0.9432056497660684,0.7851880347777156,224.5075288848169,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182150,2025-09-13,2025-09-06,4533.33,42,other_coliform,1766.6699999999998,1766.6699999999998,0.2651399066783018,1,False,0.9420150376407896,0.9420150376407896,2766.66,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118183308,2025-08-02,2025-07-26,266.67,21,ecoli,104.49883541574664,100.00000000000004,0.2323600973236009,1,False,0.9310549643593422,0.9746343616599749,162.17116458425338,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303320,2025-09-07,2025-08-31,416.67,35,ecoli,164.13987336348282,40.82430730806889,0.2323600973236009,1,False,0.9278988148964817,2.301213961978333,252.5301266365172,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303392,2025-07-17,2025-07-10,7.8,14,dissolved_oxygen,8.71594813599489,9.216666666666669,0.0753845749907746,1,False,0.9159481359948893,1.4166666666666687,0.9159481359948893,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
5303320,2025-12-06,2025-11-29,77.0,34,conductivity,193.80421795466057,217.84415591647908,0.1805929919137466,1,False,0.9152862170290899,1.031651032987745,116.80421795466057,winter,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
241118182520,2025-10-03,2025-09-26,500.0,113,ecoli,199.83303935458707,583.3229672022142,0.2323600973236009,1,False,0.9141321881838227,0.15384775491201097,300.1669606454129,autumn,2025,61–120 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182616,2025-08-02,2025-07-26,300.0,21,ecoli,120.4812993868599,133.32999999999996,0.2323600973236009,1,False,0.9073499283257673,0.8068108056739538,179.51870061314008,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303306,2025-09-07,2025-08-31,8.1,35,dissolved_oxygen,9.001471770090976,9.81875,0.1036057331842365,1,False,0.9014717700909767,1.71875,0.9014717700909767,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
53033105,2025-02-22,2025-02-15,160.0,34,hardness,65.64926180689606,70.0,0.044132519886714,1,False,0.8819603940865566,0.8187244879431477,94.35073819310394,winter,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118183206,2025-09-13,2025-09-06,14.5,42,turbidity_reported,5.46591060872326,5.46591060872326,0.1406574502198941,1,False,0.8742961695360725,0.8742961695360725,9.03408939127674,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,within_training_5th_95th_percentiles
5303305,2025-06-30,2025-06-23,7.2,34,dissolved_oxygen,8.073962437795858,8.872727272727273,0.4251741745197446,1,False,0.8739624377958579,1.6727272727272728,0.8739624377958579,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118181609,2026-01-03,2025-12-27,90.9,92,conductivity,216.71183706391977,216.71592280412764,0.1805929919137466,1,False,0.8624713106846542,0.8624900772428967,125.81183706391977,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
251221150343,2025-06-16,2025-06-09,528.0,120,conductivity,225.04967912074957,265.48859698477145,0.1805929919137466,1,False,0.8502336376243349,0.685656977217473,302.9503208792504,summer,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
5303354,2025-11-19,2025-11-12,7.9,35,dissolved_oxygen,8.749804591804484,8.350000000000001,0.1983847549805655,1,False,0.8498045918044834,0.45000000000000107,0.8498045918044834,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
