site,date,issue_date,actual,target_age_days,target,predicted,baseline_predicted,experimental_tail_probability,actual_tail_event,experimental_flag,error,baseline_error,source_error,season,year,history_age,event_group,site_training_status,extreme_group
5303346,2025-08-27,2025-08-20,8.14,24,ph,7.0,7.0,0.0340515530079984,1,False,1.1400000000000006,1.1400000000000006,1.1400000000000006,summer,2025,10–35 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
241118183629,2026-01-30,2026-01-23,6.21,119,ph,7.33,7.33,0.1919962033166783,1,True,1.12,1.12,1.12,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
53033100,2025-06-07,2025-05-31,275.0,34,hardness,90.7473087310972,80.00000000000003,0.5670549268220959,1,True,1.1013627118437732,1.2259517110447105,184.2526912689028,summer,2025,10–35 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118182616,2026-01-30,2026-01-23,6.8,119,nitrate,1.7,1.7,0.4104977040751993,1,True,1.060871960685263,1.060871960685263,5.1,winter,2026,61–120 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
5303322,2026-01-17,2026-01-10,20.0,117,hardness,57.29123576373453,59.72366525011713,0.1422597637060283,1,True,1.0209293143792482,1.0618110566863916,37.29123576373453,winter,2026,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
241118182407,2026-01-04,2025-12-28,0.1,93,nitrate,1.5,1.5,0.4584491520925576,0,True,0.8209805520698302,0.8209805520698302,1.4,winter,2026,61–120 days,ordinary_result,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118182245,2026-01-04,2025-12-28,0.2,92,nitrate,1.6,1.6,0.472016199965956,0,True,0.7731898882334817,0.7731898882334817,1.4000000000000001,winter,2026,61–120 days,ordinary_result,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118181741,2025-02-01,2025-01-25,1.0,28,nitrate,3.058201572125269,3.058201572125269,0.6645235616918032,0,True,0.7075927323860906,0.7075927323860906,2.058201572125269,winter,2025,10–35 days,ordinary_result,unseen_in_model_fit,within_training_5th_95th_percentiles
241118181741,2025-03-01,2025-02-22,0.9,28,nitrate,2.8300000000000005,2.8300000000000005,0.6269567385360101,0,True,0.7010109170201599,0.7010109170201599,1.9300000000000006,spring,2025,10–35 days,ordinary_result,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182150,2026-01-04,2025-12-28,0.3,93,nitrate,1.5,1.5,0.4510281920826692,0,True,0.653926467406664,0.653926467406664,1.2,winter,2026,61–120 days,ordinary_result,unseen_in_model_fit,within_training_5th_95th_percentiles
5303318,2025-10-11,2025-10-04,2.7,22,nitrate,1.0,1.0,0.1061880958755747,1,True,0.6151856390902336,0.6151856390902336,1.7000000000000002,autumn,2025,10–35 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
241118180336,2026-01-03,2025-12-27,0.3,91,nitrate,1.3999999999999997,1.3999999999999997,0.4658437554069392,0,True,0.6131044728864088,0.6131044728864088,1.0999999999999996,winter,2026,61–120 days,ordinary_result,unseen_in_model_fit,within_training_5th_95th_percentiles
241118182520,2026-01-04,2025-12-28,0.2,93,nitrate,1.2,1.2,0.4071576080200161,0,True,0.6061358035703155,0.6061358035703155,1.0,winter,2026,61–120 days,ordinary_result,unseen_in_model_fit,outside_training_5th_95th_percentiles
241118182616,2025-02-28,2025-02-21,1.03,28,nitrate,2.5223571653084815,2.5223571653084815,0.6961232992744406,0,True,0.5510946216766712,0.5510946216766712,1.4923571653084815,winter,2025,10–35 days,ordinary_result,unseen_in_model_fit,within_training_5th_95th_percentiles
251221150343,2025-06-16,2025-06-09,0.26,120,salinity,0.1169812886336034,0.1330247722852228,0.3734798195908906,1,True,0.12048195246371743,0.10622087482712722,0.1430187113663966,summer,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
251221150343,2025-02-16,2025-02-09,0.2,113,salinity,0.0985819853205764,0.1059708555226559,0.1556771593034693,1,True,0.08830131285330464,0.08159800528635001,0.10141801467942362,winter,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
251221150008,2025-02-16,2025-02-09,0.16,113,salinity,0.0790847846085985,0.0849656481534817,0.1641693435986683,1,True,0.072306744905564,0.06687167931509586,0.08091521539140151,winter,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
251221144813,2025-02-16,2025-02-09,0.18,113,salinity,0.0998906975979153,0.1159892343958603,0.1136540480899171,1,False,0.07030362943043568,0.055773221163674405,0.08010930240208469,winter,2025,61–120 days,historical_tail_event,seen_in_model_fit,outside_training_5th_95th_percentiles
251221150232,2025-02-16,2025-02-09,0.15,113,salinity,0.0737445059804091,0.087491352760859,0.026146544185875,1,False,0.06860986473743035,0.05588840991033739,0.07625549401959089,winter,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
251221150008,2025-06-16,2025-06-09,0.15,120,salinity,0.0780100165842867,0.0761335461482235,0.2096339957681737,1,True,0.06464517810936363,0.06638737481635798,0.07198998341571329,summer,2025,61–120 days,historical_tail_event,seen_in_model_fit,within_training_5th_95th_percentiles
251221154015,2025-09-07,2025-08-31,0.03,54,salinity,0.0930108631696862,0.03,0.4126606553628627,1,True,0.05937734575953854,0.0,0.0630108631696862,autumn,2025,36–60 days,historical_tail_event,unseen_in_model_fit,outside_training_5th_95th_percentiles
251221150928,2025-11-23,2025-11-16,0.06,94,salinity,0.1202775883288183,0.1149887891813083,0.1538235064989211,0,True,0.05530759319626171,0.050575442191647176,0.0602775883288183,autumn,2025,61–120 days,ordinary_result,seen_in_model_fit,within_training_5th_95th_percentiles
251221144813,2025-11-23,2025-11-16,0.06,94,salinity,0.1176833956867757,0.1098632108526391,0.1272400975771241,0,False,0.052989238388020256,0.04596786614030863,0.057683395686775704,autumn,2025,61–120 days,ordinary_result,seen_in_model_fit,within_training_5th_95th_percentiles
251221150343,2025-11-23,2025-11-16,0.08,94,salinity,0.1280087196226883,0.1024227653462097,0.2005031882245018,0,True,0.043492842071819,0.02054923064108577,0.04800871962268831,autumn,2025,61–120 days,ordinary_result,seen_in_model_fit,within_training_5th_95th_percentiles
