target,segment,samples,sites,MAE_transformed,baseline_MAE_transformed,improvement_percent,source_MAE,source_bias,events,caught,missed,false_flags,recall,precision,small_sample
oxygen_saturation,5303394,26,1,4.047539682573487,3.858778540903543,-4.891732958215977,4.047539682573487,-3.351204911779141,0,0,0,0,,,False
oxygen_saturation,5303395,18,1,3.486720508193233,4.136356481481482,15.705512235144083,3.486720508193233,-2.671786382088505,0,0,0,0,,,True
oxygen_saturation,5303396,15,1,3.5118385009139055,4.588987301587304,23.472472898341188,3.5118385009139055,-0.517456089178566,0,0,0,1,,0.0,True
oxygen_saturation,5303397,23,1,3.328856444487326,3.0501195652173894,-9.13855582740313,3.328856444487326,0.3126447149269442,1,0,1,0,0.0,,False
oxygen_saturation,5303398,20,1,3.7132458387218366,8.142180158730158,54.3949437824654,3.7132458387218366,3.004854015585212,0,0,0,0,,,False
oxygen_saturation,5306101,7,1,6.7914126344084105,7.487958668315808,9.302215260011105,6.7914126344084105,-6.7914126344084105,0,0,0,0,,,True
oxygen_saturation,5306103,14,1,5.820202476857533,4.946686646686646,-17.65860448742956,5.820202476857533,-2.7593206598440134,8,6,2,6,0.75,0.5,True
ph,241118180336,8,1,0.1337499999999998,0.1337499999999998,0.0,0.1337499999999998,0.02124999999999999,1,1,0,7,1.0,0.125,True
ph,241118181240,8,1,0.10999999999999988,0.10999999999999988,0.0,0.10999999999999988,0.00749999999999984,6,6,0,2,1.0,0.75,True
ph,241118181609,11,1,0.4790909090909089,0.4790909090909089,0.0,0.4790909090909089,0.00636363636363639,2,2,0,8,1.0,0.2,True
ph,241118181741,9,1,0.5133333333333333,0.5133333333333333,0.0,0.5133333333333333,-0.09777777777777777,3,3,0,6,1.0,0.3333333333333333,True
ph,241118181852,5,1,0.10600000000000023,0.10600000000000023,0.0,0.10600000000000023,-0.053999999999999916,0,0,0,5,,0.0,True
ph,241118182046,3,1,0.12666666666666693,0.12666666666666693,0.0,0.12666666666666693,0.006666666666666525,0,0,0,3,,0.0,True
ph,241118182150,9,1,0.3588888888888889,0.3588888888888889,0.0,0.3588888888888889,-0.009999999999999985,4,4,0,4,1.0,0.5,True
ph,241118182245,7,1,0.14285714285714274,0.14285714285714274,0.0,0.14285714285714274,0.051428571428571476,2,2,0,5,1.0,0.2857142857142857,True
ph,241118182407,7,1,0.11000000000000007,0.11000000000000007,0.0,0.11000000000000007,0.04428571428571423,2,2,0,5,1.0,0.2857142857142857,True
ph,241118182520,7,1,0.29571428571428565,0.29571428571428565,0.0,0.29571428571428565,0.07857142857142854,0,0,0,7,,0.0,True
ph,241118182616,10,1,0.3409999999999999,0.3409999999999999,0.0,0.3409999999999999,-0.006999999999999939,1,1,0,8,1.0,0.1111111111111111,True
ph,241118183206,12,1,0.17499999999999982,0.17499999999999982,0.0,0.17499999999999982,0.029999999999999954,1,1,0,9,1.0,0.1,True
ph,241118183308,12,1,0.37499999999999994,0.37499999999999994,0.0,0.37499999999999994,-0.003333333333333336,1,1,0,10,1.0,0.09090909090909091,True
ph,241118183404,12,1,0.315,0.315,0.0,0.315,0.003333333333333336,4,4,0,7,1.0,0.36363636363636365,True
ph,241118183501,9,1,0.22740000000000027,0.22740000000000027,0.0,0.22740000000000027,-0.0022222222222222734,0,0,0,9,,0.0,True
ph,241118183629,7,1,0.4799999999999999,0.4799999999999999,0.0,0.4799999999999999,0.04285714285714296,2,2,0,5,1.0,0.2857142857142857,True
ph,251204213047,2,1,0.8900000000000006,0.8900000000000006,0.0,0.8900000000000006,0.8900000000000006,0,0,0,2,,0.0,True
ph,251221144813,4,1,0.16749999999999998,0.16749999999999998,0.0,0.16749999999999998,0.10749999999999993,3,3,0,1,1.0,0.75,True
ph,251221145854,4,1,0.1875,0.1875,0.0,0.1875,0.0924999999999998,0,0,0,3,,0.0,True
