csv_line,target,reported,candidate_formula,matches_candidate_formula
1857,dissolved_oxygen,9.25,9.25,True
1858,dissolved_oxygen,9.1,9.100000000000001,True
1859,dissolved_oxygen,9.7,9.7,True
1860,dissolved_oxygen,9.55,9.55,True
1861,dissolved_oxygen,9.65,9.649999999999999,True
1862,dissolved_oxygen,9.95,9.95,True
1863,dissolved_oxygen,9.8,9.8,True
1864,dissolved_oxygen,10.7,10.7,True
1865,dissolved_oxygen,10.9,10.9,True
1866,dissolved_oxygen,10.3,10.3,True
1867,dissolved_oxygen,10.4,10.4,True
1868,dissolved_oxygen,9.7,9.7,True
1869,dissolved_oxygen,10.25,10.25,True
1870,dissolved_oxygen,9.95,9.95,True
1871,dissolved_oxygen,9.6,9.600000000000001,True
1872,dissolved_oxygen,9.45,9.45,True
1873,dissolved_oxygen,9.9,9.9,True
1874,dissolved_oxygen,9.5,9.5,True
1875,dissolved_oxygen,8.0,8.0,True
1876,dissolved_oxygen,9.3,9.3,True
1877,dissolved_oxygen,9.5,9.5,True
1879,dissolved_oxygen,9.45,9.45,True
1880,dissolved_oxygen,10.0,10.0,True
1881,dissolved_oxygen,10.3,10.3,True
1882,dissolved_oxygen,10.0,10.0,True
1883,dissolved_oxygen,10.7,10.7,True
1884,dissolved_oxygen,9.75,9.75,True
1885,dissolved_oxygen,10.3,10.3,True
1886,dissolved_oxygen,11.15,11.149999999999999,True
1887,dissolved_oxygen,10.2,10.2,True
1888,dissolved_oxygen,5.8,5.8,True
1889,dissolved_oxygen,7.6,7.6,True
1890,dissolved_oxygen,7.8,7.8,True
1891,dissolved_oxygen,6.0,6.0,True
1892,dissolved_oxygen,7.6,7.6,True
1893,dissolved_oxygen,8.0,8.0,True
1894,dissolved_oxygen,6.7,6.699999999999999,True
1895,dissolved_oxygen,5.9,5.9,True
1896,dissolved_oxygen,6.05,6.05,True
1898,dissolved_oxygen,7.6,7.6,True
1899,dissolved_oxygen,7.6,7.6,True
1900,dissolved_oxygen,4.95,4.95,True
1901,dissolved_oxygen,7.1,7.1,True
1902,dissolved_oxygen,10.1,10.1,True
1903,dissolved_oxygen,7.9,7.9,True
1904,dissolved_oxygen,7.6,7.6,True
1905,dissolved_oxygen,7.6,7.6,True
1906,dissolved_oxygen,5.0,4.95,True
1907,dissolved_oxygen,7.1,7.1,True
1908,dissolved_oxygen,10.4,10.35,True
1909,dissolved_oxygen,8.0,8.0,True
1910,dissolved_oxygen,7.6,7.6,True
1911,dissolved_oxygen,6.05,6.05,True
1912,dissolved_oxygen,7.7,7.699999999999999,True
1913,dissolved_oxygen,10.0,10.0,True
1914,dissolved_oxygen,7.6,7.6,True
1915,dissolved_oxygen,8.0,8.0,True
1916,dissolved_oxygen,6.4,6.4,True
1917,dissolved_oxygen,5.3,5.300000000000001,True
1918,dissolved_oxygen,6.2,6.2,True
1919,dissolved_oxygen,5.2,5.2,True
1920,dissolved_oxygen,6.4,6.4,True
1921,dissolved_oxygen,7.95,7.95,True
1922,dissolved_oxygen,6.5,6.5,True
1923,dissolved_oxygen,8.2,8.2,True
1928,dissolved_oxygen,8.4,8.399999999999999,True
1929,dissolved_oxygen,8.45,8.45,True
1930,dissolved_oxygen,10.0,10.0,True
1931,dissolved_oxygen,9.65,9.649999999999999,True
1932,dissolved_oxygen,10.4,10.399999999999999,True
1933,dissolved_oxygen,9.6,9.600000000000001,True
1934,dissolved_oxygen,9.0,9.0,True
1935,dissolved_oxygen,9.55,9.55,True
1936,dissolved_oxygen,9.2,9.2,True
1937,dissolved_oxygen,11.3,11.3,True
1938,dissolved_oxygen,10.7,10.7,True
1939,dissolved_oxygen,10.05,10.05,True
1940,dissolved_oxygen,7.5,7.5,True
1941,dissolved_oxygen,8.05,8.05,True
1942,dissolved_oxygen,12.3,12.3,True
1943,dissolved_oxygen,11.3,11.3,True
1944,dissolved_oxygen,10.1,10.05,True
1945,dissolved_oxygen,10.7,10.7,True
1946,dissolved_oxygen,7.5,7.5,True
1947,dissolved_oxygen,12.3,12.3,True
1948,dissolved_oxygen,10.1,10.05,True
1949,dissolved_oxygen,8.1,8.05,True
1950,dissolved_oxygen,9.0,9.0,True
1951,dissolved_oxygen,9.8,9.8,True
1952,dissolved_oxygen,10.25,10.25,True
1953,dissolved_oxygen,12.3,12.3,True
1954,dissolved_oxygen,9.7,9.7,True
1955,dissolved_oxygen,10.0,10.0,True
1956,dissolved_oxygen,9.0,9.0,True
1957,dissolved_oxygen,9.2,9.2,True
1958,dissolved_oxygen,8.25,8.25,True
1959,dissolved_oxygen,7.2,7.2,True
1960,dissolved_oxygen,8.3,8.3,True
1961,dissolved_oxygen,9.8,9.8,True
1962,dissolved_oxygen,9.2,9.2,True
1963,dissolved_oxygen,10.5,10.5,True
1965,dissolved_oxygen,11.3,11.3,True
1966,dissolved_oxygen,11.14,11.14,True
1967,dissolved_oxygen,11.19,11.19,True
1968,dissolved_oxygen,10.69,10.69,True
1969,dissolved_oxygen,11.74,11.735,True
1970,dissolved_oxygen,11.13,11.129999999999999,True
1971,dissolved_oxygen,10.46,10.46,True
1972,dissolved_oxygen,11.47,11.47,True
1973,dissolved_oxygen,11.39,11.39,True
1974,dissolved_oxygen,11.18,11.18,True
1975,dissolved_oxygen,9.5,9.5,True
1976,dissolved_oxygen,8.9,8.9,True
1977,dissolved_oxygen,8.9,8.9,True
1978,dissolved_oxygen,12.3,12.3,True
1979,dissolved_oxygen,9.3,9.3,True
1980,dissolved_oxygen,9.2,9.2,True
1982,dissolved_oxygen,11.6,11.6,True
1984,dissolved_oxygen,10.9,10.9,True
1985,dissolved_oxygen,10.5,10.5,True
1986,dissolved_oxygen,9.2,9.2,True
1987,dissolved_oxygen,9.6,9.6,True
1988,dissolved_oxygen,9.0,9.0,True
1989,dissolved_oxygen,9.1,9.1,True
1990,dissolved_oxygen,9.5,9.5,True
1991,dissolved_oxygen,10.6,10.600000000000001,True
1992,dissolved_oxygen,11.1,11.05,True
1993,dissolved_oxygen,12.3,12.3,True
1994,dissolved_oxygen,11.6,11.6,True
1995,dissolved_oxygen,11.5,11.5,True
1996,dissolved_oxygen,11.2,11.149999999999999,True
1997,dissolved_oxygen,10.5,10.45,True
1998,dissolved_oxygen,9.4,9.399999999999999,True
1999,dissolved_oxygen,9.7,9.7,True
2000,dissolved_oxygen,8.4,8.399999999999999,True
2001,dissolved_oxygen,9.5,9.5,True
2002,dissolved_oxygen,9.9,9.9,True
2003,dissolved_oxygen,11.5,11.5,True
2004,dissolved_oxygen,12.3,12.3,True
2006,dissolved_oxygen,12.4,12.399999999999999,True
2007,dissolved_oxygen,11.0,11.0,True
2008,dissolved_oxygen,10.4,10.4,True
2009,dissolved_oxygen,10.9,10.9,True
2010,dissolved_oxygen,9.7,9.7,True
2011,dissolved_oxygen,9.5,9.5,True
2012,dissolved_oxygen,9.1,9.1,True
2013,dissolved_oxygen,9.7,9.7,True
2014,dissolved_oxygen,9.2,9.2,True
2015,dissolved_oxygen,7.4,7.35,True
2016,dissolved_oxygen,10.0,10.0,True
2017,dissolved_oxygen,10.0,10.0,True
2018,dissolved_oxygen,10.4,10.399999999999999,True
2019,dissolved_oxygen,11.5,11.5,True
2020,dissolved_oxygen,10.4,10.4,True
2021,dissolved_oxygen,8.3,8.25,True
2022,dissolved_oxygen,11.6,11.600000000000001,True
2023,dissolved_oxygen,10.6,10.6,True
2024,dissolved_oxygen,10.5,10.5,True
2025,dissolved_oxygen,10.5,10.5,True
2026,dissolved_oxygen,10.9,10.9,True
2027,dissolved_oxygen,9.8,9.8,True
2028,dissolved_oxygen,10.3,10.3,True
2029,dissolved_oxygen,9.3,9.3,True
2030,dissolved_oxygen,9.1,9.100000000000001,True
2031,dissolved_oxygen,10.7,10.7,True
2032,dissolved_oxygen,11.6,11.6,True
2033,dissolved_oxygen,10.7,10.7,True
2034,dissolved_oxygen,10.1,10.1,True
2035,dissolved_oxygen,10.1,10.1,True
2036,dissolved_oxygen,9.2,9.2,True
2037,dissolved_oxygen,8.9,8.899999999999999,True
2038,dissolved_oxygen,8.7,8.7,True
2039,dissolved_oxygen,8.1,8.1,True
2040,dissolved_oxygen,8.6,8.6,True
2041,dissolved_oxygen,9.0,9.0,True
2042,dissolved_oxygen,9.6,9.6,True
2043,dissolved_oxygen,10.1,10.1,True
2044,dissolved_oxygen,10.7,10.7,True
2045,dissolved_oxygen,10.1,10.1,True
2048,dissolved_oxygen,10.2,10.2,True
2049,dissolved_oxygen,9.6,9.600000000000001,True
2050,dissolved_oxygen,8.5,8.5,True
2052,dissolved_oxygen,7.1,7.1,True
2053,dissolved_oxygen,8.2,8.2,True
2054,dissolved_oxygen,8.3,8.3,True
2055,dissolved_oxygen,9.3,9.3,True
2056,dissolved_oxygen,11.0,11.0,True
2057,dissolved_oxygen,10.8,10.75,True
2058,dissolved_oxygen,10.7,10.7,True
2059,dissolved_oxygen,11.5,11.45,True
2060,dissolved_oxygen,10.5,10.5,True
2061,dissolved_oxygen,10.0,10.0,True
2062,dissolved_oxygen,9.9,9.9,True
2063,dissolved_oxygen,9.0,9.0,True
2064,dissolved_oxygen,8.8,8.8,True
2065,dissolved_oxygen,9.0,9.0,True
2066,dissolved_oxygen,8.3,8.3,True
2067,dissolved_oxygen,9.4,9.4,True
2068,dissolved_oxygen,10.0,10.0,True
2069,dissolved_oxygen,11.5,11.5,True
2070,dissolved_oxygen,10.1,10.1,True
2071,dissolved_oxygen,11.0,11.0,True
2072,dissolved_oxygen,9.9,9.9,True
2073,dissolved_oxygen,9.9,9.9,True
2074,dissolved_oxygen,9.6,9.600000000000001,True
2075,dissolved_oxygen,8.2,8.2,True
2076,dissolved_oxygen,7.9,7.9,True
2077,dissolved_oxygen,8.7,8.7,True
2078,dissolved_oxygen,9.9,9.850000000000001,True
2079,dissolved_oxygen,11.2,11.15,True
2080,dissolved_oxygen,10.0,10.0,True
2081,dissolved_oxygen,11.2,11.15,True
2082,dissolved_oxygen,11.2,11.2,True
2083,dissolved_oxygen,9.9,9.9,True
2084,dissolved_oxygen,8.8,8.75,True
2085,dissolved_oxygen,9.4,9.399999999999999,True
2086,dissolved_oxygen,9.1,9.1,True
2087,dissolved_oxygen,8.8,8.75,True
2088,dissolved_oxygen,9.2,9.2,True
2089,dissolved_oxygen,10.2,10.2,True
2090,dissolved_oxygen,10.7,10.7,True
2091,dissolved_oxygen,10.1,10.1,True
2092,dissolved_oxygen,10.0,10.0,True
2093,dissolved_oxygen,10.6,10.600000000000001,True
2094,dissolved_oxygen,10.4,10.4,True
2095,dissolved_oxygen,11.1,11.1,True
2096,dissolved_oxygen,8.3,8.25,True
2097,dissolved_oxygen,11.1,11.1,True
2098,dissolved_oxygen,10.1,10.1,True
2099,dissolved_oxygen,9.8,9.8,True
2100,dissolved_oxygen,9.4,9.399999999999999,True
2101,dissolved_oxygen,9.0,9.0,True
2102,dissolved_oxygen,8.8,8.8,True
2103,dissolved_oxygen,8.9,8.850000000000001,True
2104,dissolved_oxygen,9.7,9.7,True
2105,dissolved_oxygen,10.2,10.2,True
2106,dissolved_oxygen,9.7,9.7,True
2107,dissolved_oxygen,11.2,11.2,True
2108,dissolved_oxygen,10.8,10.8,True
2109,dissolved_oxygen,10.1,10.1,True
2110,dissolved_oxygen,10.2,10.2,True
2111,dissolved_oxygen,9.0,9.0,True
2112,dissolved_oxygen,8.3,8.3,True
2113,dissolved_oxygen,9.8,9.8,True
2114,dissolved_oxygen,8.4,8.4,True
2115,dissolved_oxygen,8.0,8.0,True
2116,dissolved_oxygen,9.2,9.2,True
2117,dissolved_oxygen,9.8,9.8,True
2118,dissolved_oxygen,9.8,9.8,True
2119,dissolved_oxygen,10.4,10.399999999999999,True
2120,dissolved_oxygen,10.3,10.3,True
2121,dissolved_oxygen,10.4,10.4,True
2122,dissolved_oxygen,8.2,8.2,True
2123,dissolved_oxygen,10.1,10.1,True
2124,dissolved_oxygen,10.2,10.2,True
2125,dissolved_oxygen,9.1,9.1,True
2126,dissolved_oxygen,9.0,9.0,True
2127,dissolved_oxygen,10.2,10.2,True
2128,dissolved_oxygen,9.2,9.2,True
2129,dissolved_oxygen,7.9,7.85,True
2130,dissolved_oxygen,10.8,10.8,True
2131,dissolved_oxygen,10.8,10.8,True
2132,dissolved_oxygen,11.0,11.0,True
2133,dissolved_oxygen,10.1,10.1,True
2134,dissolved_oxygen,9.2,9.2,True
2135,dissolved_oxygen,10.3,10.3,True
2136,dissolved_oxygen,10.2,10.2,True
2137,dissolved_oxygen,9.2,9.2,True
2138,dissolved_oxygen,7.7,7.699999999999999,True
2139,dissolved_oxygen,8.3,8.25,True
2140,dissolved_oxygen,9.3,9.25,True
2141,dissolved_oxygen,11.3,11.25,True
2142,dissolved_oxygen,11.0,11.0,True
2143,dissolved_oxygen,8.4,8.350000000000001,True
2144,dissolved_oxygen,8.9,8.9,True
2145,dissolved_oxygen,9.7,9.7,True
2146,dissolved_oxygen,8.7,8.7,True
2147,dissolved_oxygen,10.5,10.5,True
2148,dissolved_oxygen,10.8,10.8,True
2149,dissolved_oxygen,10.3,10.3,True
2150,dissolved_oxygen,9.8,9.8,True
2151,dissolved_oxygen,12.4,12.399999999999999,True
2152,dissolved_oxygen,10.2,10.149999999999999,True
2153,dissolved_oxygen,10.2,10.2,True
2154,dissolved_oxygen,9.6,9.600000000000001,True
2155,dissolved_oxygen,7.7,7.7,True
2156,dissolved_oxygen,9.1,9.100000000000001,True
2157,dissolved_oxygen,11.1,11.100000000000001,True
2158,dissolved_oxygen,10.1,10.1,True
2159,dissolved_oxygen,10.7,10.7,True
2160,dissolved_oxygen,12.42,12.42,True
2161,dissolved_oxygen,11.4,11.4,True
2162,dissolved_oxygen,10.3,10.3,True
2163,dissolved_oxygen,10.4,10.4,True
2164,dissolved_oxygen,10.15,10.149999999999999,True
2165,dissolved_oxygen,8.95,8.95,True
2166,dissolved_oxygen,8.85,8.850000000000001,True
2167,dissolved_oxygen,9.7,9.7,True
2168,dissolved_oxygen,9.75,9.75,True
2169,dissolved_oxygen,10.9,10.9,True
2171,dissolved_oxygen,10.84,10.84,True
2172,dissolved_oxygen,10.42,10.42,True
2173,dissolved_oxygen,11.02,11.02,True
2174,dissolved_oxygen,11.48,11.475,True
2175,dissolved_oxygen,10.97,10.969999999999999,True
2176,dissolved_oxygen,10.76,10.76,True
2177,dissolved_oxygen,10.12,10.12,True
2178,dissolved_oxygen,11.15,11.15,True
2179,dissolved_oxygen,11.19,11.190000000000001,True
2181,dissolved_oxygen,11.36,11.356,True
2182,dissolved_oxygen,11.67,11.67,True
2183,dissolved_oxygen,11.26,11.26,True
2184,dissolved_oxygen,10.34,10.34,True
2185,dissolved_oxygen,9.85,9.85,True
2186,dissolved_oxygen,10.87,10.870000000000001,True
2187,dissolved_oxygen,9.47,9.465,True
2188,dissolved_oxygen,9.72,9.715,True
2189,dissolved_oxygen,9.43,9.434999999999999,True
2190,dissolved_oxygen,9.81,9.805,True
2191,dissolved_oxygen,11.21,11.21,True
2192,dissolved_oxygen,11.48,11.48,True
2196,dissolved_oxygen,9.66,9.66,True
2197,dissolved_oxygen,10.06,10.06,True
2198,dissolved_oxygen,9.68,9.68,True
2199,dissolved_oxygen,9.91,9.91,True
2200,dissolved_oxygen,8.34,8.34,True
2201,dissolved_oxygen,10.29,10.29,True
2202,dissolved_oxygen,8.51,8.51,True
2203,dissolved_oxygen,8.88,8.88,True
2204,dissolved_oxygen,10.43,10.43,True
2205,dissolved_oxygen,9.58,9.58,True
2206,dissolved_oxygen,10.48,10.475,True
2207,dissolved_oxygen,7.8,7.8,True
2208,dissolved_oxygen,9.2,9.2,True
2209,dissolved_oxygen,4.6,4.6,True
2210,dissolved_oxygen,8.15,8.149999999999999,True
2211,dissolved_oxygen,8.15,8.149999999999999,True
2212,dissolved_oxygen,7.05,7.05,True
2213,dissolved_oxygen,6.8,6.8,True
2214,dissolved_oxygen,6.7,6.7,True
2215,dissolved_oxygen,6.2,6.2,True
2216,dissolved_oxygen,5.5,5.5,True
2217,dissolved_oxygen,3.7,3.7,True
2218,dissolved_oxygen,4.6,4.6,True
2219,dissolved_oxygen,8.15,8.149999999999999,True
2220,dissolved_oxygen,7.05,7.05,True
2221,dissolved_oxygen,9.55,9.55,True
2222,dissolved_oxygen,9.2,9.2,True
2223,dissolved_oxygen,7.05,7.05,True
2225,dissolved_oxygen,4.6,4.6,True
2226,dissolved_oxygen,9.5,9.5,True
2227,dissolved_oxygen,10.3,10.3,True
2228,dissolved_oxygen,10.5,10.5,True
2229,dissolved_oxygen,10.4,10.4,True
2230,dissolved_oxygen,9.1,9.1,True
2233,dissolved_oxygen,9.3,9.3,True
2234,dissolved_oxygen,10.2,10.149999999999999,True
2235,dissolved_oxygen,8.5,8.5,True
2236,dissolved_oxygen,11.2,11.25,True
2237,dissolved_oxygen,10.5,10.5,True
2238,dissolved_oxygen,11.2,11.25,True
2239,dissolved_oxygen,10.5,10.5,True
2240,dissolved_oxygen,11.3,11.25,True
2241,dissolved_oxygen,11.3,11.25,True
2243,dissolved_oxygen,11.35,11.35,True
2244,dissolved_oxygen,11.61,11.61,True
2245,dissolved_oxygen,11.34,11.34,True
2246,dissolved_oxygen,10.64,10.64,True
2247,dissolved_oxygen,10.56,10.56,True
2248,dissolved_oxygen,10.12,10.12,True
2249,dissolved_oxygen,10.9,10.895,True
2250,dissolved_oxygen,9.72,9.72,True
2251,dissolved_oxygen,9.94,9.940000000000001,True
2252,dissolved_oxygen,9.75,9.75,True
2253,dissolved_oxygen,10.12,10.120000000000001,True
2254,dissolved_oxygen,10.86,10.86,True
2255,dissolved_oxygen,10.36,10.36,True
2256,dissolved_oxygen,11.7,11.7,True
2303,dissolved_oxygen,9.2,9.2,True
2304,dissolved_oxygen,9.0,9.0,True
2305,dissolved_oxygen,9.2,9.2,True
2306,dissolved_oxygen,9.0,9.0,True
2307,dissolved_oxygen,7.6,7.6,True
2308,dissolved_oxygen,8.1,8.1,True
2309,dissolved_oxygen,7.8,7.8,True
2310,dissolved_oxygen,8.2,8.2,True
2311,dissolved_oxygen,9.3,9.3,True
2312,dissolved_oxygen,9.3,9.3,True
2313,dissolved_oxygen,10.0,10.0,True
2314,dissolved_oxygen,9.5,9.5,True
2315,dissolved_oxygen,9.1,9.1,True
2316,dissolved_oxygen,9.9,9.9,True
2317,dissolved_oxygen,9.3,9.3,True
2318,dissolved_oxygen,8.2,8.15,True
2319,dissolved_oxygen,9.2,9.2,True
2320,dissolved_oxygen,7.2,7.2,True
2321,dissolved_oxygen,9.4,9.4,True
2322,dissolved_oxygen,9.2,9.2,True
2323,dissolved_oxygen,10.1,10.1,True
2324,dissolved_oxygen,9.2,9.2,True
2325,dissolved_oxygen,10.5,10.5,True
2326,dissolved_oxygen,9.9,9.9,True
2327,dissolved_oxygen,9.5,9.5,True
2328,dissolved_oxygen,9.2,9.2,True
2329,dissolved_oxygen,9.2,9.2,True
2330,dissolved_oxygen,8.8,8.8,True
2331,dissolved_oxygen,9.4,9.399999999999999,True
2332,dissolved_oxygen,10.2,10.2,True
2333,dissolved_oxygen,10.9,10.9,True
2334,dissolved_oxygen,10.7,10.7,True
2335,dissolved_oxygen,12.9,12.9,True
2336,dissolved_oxygen,10.7,10.7,True
2337,dissolved_oxygen,8.5,8.5,True
2338,dissolved_oxygen,11.1,11.1,True
2339,dissolved_oxygen,9.0,9.0,True
2340,dissolved_oxygen,9.1,9.05,True
2341,dissolved_oxygen,7.9,7.9,True
2342,dissolved_oxygen,10.2,10.2,True
2343,dissolved_oxygen,10.4,10.4,True
2344,dissolved_oxygen,10.8,10.75,True
2345,dissolved_oxygen,10.0,9.95,True
2346,dissolved_oxygen,10.2,10.2,True
2348,dissolved_oxygen,11.0,11.0,True
2349,dissolved_oxygen,9.8,9.8,True
2350,dissolved_oxygen,9.3,9.3,True
2351,dissolved_oxygen,9.3,9.3,True
2352,dissolved_oxygen,8.3,8.3,True
2353,dissolved_oxygen,8.4,8.350000000000001,True
2354,dissolved_oxygen,8.8,8.8,True
2355,dissolved_oxygen,9.5,9.5,True
2356,dissolved_oxygen,9.6,9.6,True
2357,dissolved_oxygen,10.8,10.8,True
2358,dissolved_oxygen,8.8,8.8,True
2359,dissolved_oxygen,9.6,9.6,True
2360,dissolved_oxygen,9.5,9.5,True
2361,dissolved_oxygen,10.8,10.8,True
2362,dissolved_oxygen,8.4,8.350000000000001,True
2364,dissolved_oxygen,10.4,10.4,True
2365,dissolved_oxygen,9.4,9.4,True
2367,dissolved_oxygen,9.0,9.0,True
2368,dissolved_oxygen,9.8,9.8,True
2370,dissolved_oxygen,9.4,9.4,True
2371,dissolved_oxygen,10.0,10.0,True
2372,dissolved_oxygen,10.5,10.5,True
2373,dissolved_oxygen,10.3,10.3,True
2374,dissolved_oxygen,10.6,10.6,True
2375,dissolved_oxygen,10.0,10.0,True
2376,dissolved_oxygen,8.2,8.2,True
2377,dissolved_oxygen,10.0,10.0,True
2378,dissolved_oxygen,12.0,12.0,True
2379,dissolved_oxygen,9.9,9.9,True
2380,dissolved_oxygen,10.75,10.75,True
2381,dissolved_oxygen,9.8,9.8,True
2382,dissolved_oxygen,9.2,9.2,True
2383,dissolved_oxygen,9.9,9.9,True
2384,dissolved_oxygen,9.15,9.149999999999999,True
2385,dissolved_oxygen,10.5,10.5,True
2386,dissolved_oxygen,7.5,7.45,True
2387,dissolved_oxygen,7.6,7.6,True
2388,dissolved_oxygen,8.5,8.5,True
2389,dissolved_oxygen,8.3,8.25,True
2390,dissolved_oxygen,8.3,8.3,True
2392,dissolved_oxygen,8.8,8.75,True
2393,dissolved_oxygen,2.9,2.8499999999999996,True
2394,dissolved_oxygen,4.4,4.4,True
2395,dissolved_oxygen,3.1,3.1,True
2396,dissolved_oxygen,8.0,8.0,True
2397,dissolved_oxygen,9.9,9.9,True
2398,dissolved_oxygen,8.1,8.1,True
2399,dissolved_oxygen,10.0,10.0,True
2400,dissolved_oxygen,9.0,9.0,True
2401,dissolved_oxygen,7.6,7.6,True
2402,dissolved_oxygen,9.2,9.2,True
2403,dissolved_oxygen,9.1,9.1,True
2404,dissolved_oxygen,6.7,6.699999999999999,True
2405,dissolved_oxygen,7.2,7.2,True
2406,dissolved_oxygen,6.4,6.4,True
2407,dissolved_oxygen,7.4,7.4,True
2408,dissolved_oxygen,9.6,9.6,True
2409,dissolved_oxygen,7.9,7.9,True
2410,dissolved_oxygen,11.2,11.149999999999999,True
2411,dissolved_oxygen,6.8,6.75,True
2412,dissolved_oxygen,7.3,7.300000000000001,True
2413,dissolved_oxygen,6.7,6.699999999999999,True
2414,dissolved_oxygen,6.1,6.1,True
2415,dissolved_oxygen,8.2,8.2,True
2416,dissolved_oxygen,6.3,6.3,True
2417,dissolved_oxygen,9.6,9.600000000000001,True
2418,dissolved_oxygen,10.0,10.0,True
2419,dissolved_oxygen,9.5,9.5,True
2420,dissolved_oxygen,9.9,9.85,True
2421,dissolved_oxygen,9.5,9.5,True
2422,dissolved_oxygen,9.8,9.8,True
2423,dissolved_oxygen,6.8,6.8,True
2424,dissolved_oxygen,6.3,6.300000000000001,True
2425,dissolved_oxygen,9.4,9.4,True
2426,dissolved_oxygen,8.8,8.8,True
2427,dissolved_oxygen,8.6,8.600000000000001,True
2428,dissolved_oxygen,6.3,6.300000000000001,True
2429,dissolved_oxygen,6.1,6.1,True
2430,dissolved_oxygen,6.3,6.300000000000001,True
2431,dissolved_oxygen,6.1,6.1,True
2432,dissolved_oxygen,9.8,9.8,True
2433,dissolved_oxygen,6.2,6.2,True
2434,dissolved_oxygen,7.9,7.9,True
2435,dissolved_oxygen,9.3,9.3,True
2436,dissolved_oxygen,10.4,10.4,True
2437,dissolved_oxygen,10.28,10.28,True
2438,dissolved_oxygen,11.6,11.6,True
2442,dissolved_oxygen,4.3,4.300000000000001,True
2444,dissolved_oxygen,6.0,6.0,True
2445,dissolved_oxygen,8.5,8.5,True
2446,dissolved_oxygen,9.7,9.7,True
2447,dissolved_oxygen,6.7,6.7,True
2448,dissolved_oxygen,8.1,8.1,True
2451,dissolved_oxygen,9.1,9.1,True
2452,dissolved_oxygen,8.5,8.5,True
2453,dissolved_oxygen,9.2,9.2,True
2454,dissolved_oxygen,9.5,9.5,True
2455,dissolved_oxygen,9.6,9.600000000000001,True
2456,dissolved_oxygen,9.7,9.7,True
2457,dissolved_oxygen,8.9,8.9,True
2458,dissolved_oxygen,9.2,9.2,True
2460,dissolved_oxygen,8.3,8.3,True
2461,dissolved_oxygen,6.8,6.8,True
2462,dissolved_oxygen,8.7,8.7,True
2463,dissolved_oxygen,9.7,9.7,True
2464,dissolved_oxygen,9.9,9.9,True
2465,dissolved_oxygen,8.1,8.1,True
2466,dissolved_oxygen,9.5,9.5,True
2467,dissolved_oxygen,9.4,9.4,True
2468,dissolved_oxygen,9.45,9.45,True
2469,dissolved_oxygen,9.0,9.0,True
2470,dissolved_oxygen,9.7,9.7,True
2471,dissolved_oxygen,10.0,10.0,True
2472,dissolved_oxygen,10.75,10.75,True
2473,dissolved_oxygen,11.1,11.1,True
2474,dissolved_oxygen,11.7,11.7,True
2475,dissolved_oxygen,10.3,10.3,True
2476,dissolved_oxygen,9.6,9.600000000000001,True
2477,dissolved_oxygen,9.9,9.9,True
2478,dissolved_oxygen,9.7,9.7,True
2479,dissolved_oxygen,9.7,9.7,True
2480,dissolved_oxygen,8.5,8.5,True
2481,dissolved_oxygen,8.2,8.2,True
2482,dissolved_oxygen,8.1,8.1,True
2483,dissolved_oxygen,10.9,10.9,True
2484,dissolved_oxygen,10.95,10.95,True
2485,dissolved_oxygen,10.5,10.5,True
2486,dissolved_oxygen,10.5,10.5,True
2487,dissolved_oxygen,11.95,11.95,True
2488,dissolved_oxygen,10.8,10.8,True
2489,dissolved_oxygen,8.9,8.9,True
2490,dissolved_oxygen,7.0,7.0,True
2491,dissolved_oxygen,8.8,8.8,True
2492,dissolved_oxygen,8.6,8.600000000000001,True
2494,dissolved_oxygen,9.2,9.2,True
2495,dissolved_oxygen,10.0,10.0,True
2496,dissolved_oxygen,12.8,12.8,True
2497,dissolved_oxygen,9.5,9.5,True
2499,dissolved_oxygen,11.0,11.0,True
2500,dissolved_oxygen,10.5,10.5,True
2501,dissolved_oxygen,9.4,9.399999999999999,True
2502,dissolved_oxygen,8.8,8.8,True
2503,dissolved_oxygen,8.5,8.5,True
2504,dissolved_oxygen,9.0,9.0,True
2505,dissolved_oxygen,9.1,9.1,True
2506,dissolved_oxygen,7.8,7.8,True
2507,dissolved_oxygen,8.6,8.6,True
2508,dissolved_oxygen,7.9,7.9,True
2509,dissolved_oxygen,8.0,8.0,True
2510,dissolved_oxygen,8.5,8.5,True
2511,dissolved_oxygen,8.9,8.9,True
2512,dissolved_oxygen,9.9,9.9,True
2514,dissolved_oxygen,10.1,10.100000000000001,True
2515,dissolved_oxygen,10.8,10.8,True
2516,dissolved_oxygen,10.0,10.0,True
2517,dissolved_oxygen,10.3,10.3,True
2518,dissolved_oxygen,10.7,10.7,True
2519,dissolved_oxygen,10.95,10.95,True
2520,dissolved_oxygen,9.9,9.9,True
2521,dissolved_oxygen,10.0,10.0,True
2525,dissolved_oxygen,6.7,6.65,True
2526,dissolved_oxygen,8.1,8.1,True
2527,dissolved_oxygen,7.4,7.4,True
2528,dissolved_oxygen,8.2,8.2,True
2529,dissolved_oxygen,8.2,8.2,True
2530,dissolved_oxygen,8.6,8.6,True
2531,dissolved_oxygen,9.1,9.1,True
2532,dissolved_oxygen,10.0,10.0,True
2533,dissolved_oxygen,9.6,9.6,True
2534,dissolved_oxygen,9.4,9.399999999999999,True
2535,dissolved_oxygen,9.6,9.600000000000001,True
2536,dissolved_oxygen,8.6,8.600000000000001,True
