site,target,planned_sample_date,issue_date,status,predicted,experimental_tail_probability,experimental_flag,target_age_days,selected_model,risk_model
241118182520,ph,2026-04-20,2026-04-13,eligible,7.03,0.14748171006213764,True,60.0,last_observation,forest
241118182520,conductivity,2026-04-20,2026-04-13,eligible,215.6581304103716,0.18059299191374664,False,106.0,forest,constant_prevalence
241118182520,nitrate,2026-04-20,2026-04-13,eligible,1.2,0.361654160335686,True,60.0,site_median,forest
241118182520,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118182520,turbidity_reported,2026-04-20,2026-04-13,eligible,1.3412180821265125,0.3349563536075366,True,60.0,site_seasonal,forest
241118182520,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182520,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118182520,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182520,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182520,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182616,ecoli,2026-04-20,2026-04-13,eligible,280.56236144568305,0.23236009732360097,False,45.0,forest,constant_prevalence
241118182616,other_coliform,2026-04-20,2026-04-13,eligible,100.00000000000003,0.31080370074651437,False,45.0,last_observation,forest
241118182616,water_temperature,2026-04-20,2026-04-13,eligible,10.632920292624794,0.03676657931177776,False,45.0,forest,forest
241118182616,dissolved_oxygen,2026-04-20,2026-04-13,eligible,10.873663760912251,0.02373689130030879,False,45.0,forest,forest
241118182616,oxygen_saturation,2026-04-20,2026-04-13,eligible,93.20506186897701,0.06341942233899873,False,45.0,forest,forest
241118182616,ph,2026-04-20,2026-04-13,eligible,7.6,0.1254247457257133,True,45.0,last_observation,forest
241118182616,conductivity,2026-04-20,2026-04-13,eligible,182.61936968775217,0.18059299191374664,False,80.0,forest,constant_prevalence
241118182616,nitrate,2026-04-20,2026-04-13,eligible,1.7,0.5035012170772035,True,45.0,site_median,forest
241118182616,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118182616,turbidity_reported,2026-04-20,2026-04-13,eligible,7.358446028706549,0.2717911603558896,True,45.0,site_seasonal,forest
241118182616,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182616,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118182616,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182616,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118182616,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183206,ecoli,2026-04-20,2026-04-13,eligible,55.60739557431328,0.23236009732360097,False,108.0,forest,constant_prevalence
241118183206,other_coliform,2026-04-20,2026-04-13,eligible,733.3300000000002,0.4703019090104532,False,108.0,last_observation,forest
241118183206,water_temperature,2026-04-20,2026-04-13,eligible,10.530405799448811,0.022569112138693292,False,45.0,forest,forest
241118183206,dissolved_oxygen,2026-04-20,2026-04-13,eligible,10.83915276950507,0.008688153697307016,False,51.0,forest,forest
241118183206,oxygen_saturation,2026-04-20,2026-04-13,eligible,92.92484393861795,0.06793906651988688,False,51.0,forest,forest
241118183206,ph,2026-04-20,2026-04-13,eligible,7.4,0.1254434636340316,True,45.0,last_observation,forest
241118183206,conductivity,2026-04-20,2026-04-13,eligible,176.6518338307733,0.18059299191374664,False,45.0,forest,constant_prevalence
241118183206,nitrate,2026-04-20,2026-04-13,eligible,1.13,0.3110155867304516,True,45.0,site_median,forest
241118183206,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183206,turbidity_reported,2026-04-20,2026-04-13,eligible,5.195910304392874,0.07426735350051002,False,45.0,site_seasonal,forest
241118183206,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183206,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183206,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183206,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183206,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
