site,date,ecoli,air_temperature,water_temperature,watershed,waterbody
5303395,2025-08-24,0.0,16.9,12.7,Piper's Creek,Piper's Creek Viewlands
5303395,2025-09-04,16.67,19.8,12.8,Piper's Creek,Piper's Creek Viewlands
5303395,2025-09-21,50.0,15.3,12.7,Piper's Creek,Piper's Creek Viewlands
5303395,2025-10-03,83.33,15.3,12.3,Piper's Creek,Piper's Creek Viewlands
5303395,2025-11-26,100.0,8.9,10.9,Piper's Creek,Piper's Creek Viewlands
5303395,2025-12-14,0.0,11.4,11.4,Piper's Creek,Piper's Creek Viewlands
5303395,2025-12-27,0.0,3.2,9.2,Piper's Creek,Piper's Creek Viewlands
5303395,2026-02-07,183.33,10.3,10.6,Piper's Creek,Piper's Creek Viewlands
5303395,2026-02-22,33.33,7.9,9.9,Piper's Creek,Piper's Creek Viewlands
5303396,2022-11-26,1.0,5.0,10.0,Pipers Creek,Pipers
5303396,2022-12-24,6.0,2.5,3.5,Pipers Creek,Pipers
5303396,2023-01-22,0.0,5.0,7.5,Pipers Creek,Pipers
5303396,2023-02-18,0.0,8.0,10.0,Pipers Creek,Pipers
5303396,2023-03-19,1.0,11.0,10.0,Pipers Creek,Pipers
5303396,2023-04-11,1.666666667,10.0,9.0,Pipers Creek,Pipers
5303396,2023-05-15,0.5,21.0,14.0,Pipers Creek,Pipers
5303396,2023-06-12,2.0,16.0,13.0,Pipers Creek,Pipers
5303396,2023-08-02,0.0,20.0,14.0,Pipers Creek,Pipers
5303396,2023-09-30,6.5,11.0,11.5,Pipers Creek,Pipers
5303396,2023-10-30,1.5,8.0,12.8,Pipers Creek,Pipers
5303396,2023-12-23,6.0,3.9,10.2,Pipers Creek,Pipers
5303396,2024-03-18,0.5,10.6,11.5,Pipers Creek,Pipers
5303396,2024-04-13,0.3333333333,13.3,12.2,Pipers Creek,Pipers
5303396,2024-06-09,331.5,23.2,14.2,Pipers Creek,Pipers
5303396,2024-09-03,3.333333333,18.3,15.8,Pipers Creek,Pipers
5303396,2025-04-09,216.67,10.1,11.25,Piper's Creek,Piper's Creek Below TP
5303396,2025-06-01,366.67,13.1,13.8,Piper's Creek,Piper's Creek Below TP
5303396,2025-08-13,122.22,21.0,15.2,Piper's Creek,Piper's Creek Below TP
5303396,2025-09-16,100.0,14.3,13.5,Piper's Creek,Piper's Creek Below TP
5303396,2025-10-08,183.33,12.6,12.4,Piper's Creek,Piper's Creek Below TP
5303396,2025-10-30,33.33,9.7,11.2,Piper's Creek,Piper's Creek Below TP
5303396,2025-11-30,50.0,3.2,8.0,Piper's Creek,Piper's Creek Below TP
5303396,2026-01-11,1011.11,8.5,8.0,Piper's Creek,Piper's Creek Below TP
5303396,2026-01-24,0.0,1.1,5.8,Piper's Creek,Piper's Creek Below TP
5303396,2026-01-26,16.67,0.9,5.8,Piper's Creek,Piper's Creek Below TP
5303396,2026-02-06,133.33,7.5,10.0,Piper's Creek,Piper's Creek Below TP
5303396,2026-03-01,33.33,6.9,7.9,Piper's Creek,Piper's Creek Below TP
5303396,2026-03-22,16.67,7.6,8.8,Piper's Creek,Piper's Creek Below TP
5303396,2026-04-05,355.56,14.4,11.5,Piper's Creek,Piper's Creek Below TP
5303397,2022-10-29,2.0,11.5,10.5,Pipers Creek,Pipers
5303397,2022-11-26,1.0,5.0,8.0,Pipers Creek,Pipers
5303397,2022-12-24,9.5,4.0,5.0,Pipers Creek,Pipers
5303397,2023-01-21,1.0,3.5,8.0,Pipers Creek,Pipers
5303397,2023-02-18,1.0,7.0,8.0,Pipers Creek,Pipers
5303397,2023-03-19,0.0,10.0,8.5,Pipers Creek,Pipers
5303397,2023-04-11,0.0,10.0,11.0,Pipers Creek,Pipers
5303397,2023-05-14,4.333333333,19.0,13.0,Pipers Creek,Pipers
5303397,2023-06-11,2.333333333,14.0,15.0,Pipers Creek,Pipers
5303397,2023-08-02,1.5,20.0,14.0,Pipers Creek,Pipers
5303397,2023-10-01,3.0,,,Pipers Creek,Pipers
5303397,2023-10-28,8.0,7.6,8.6,Pipers Creek,Pipers
5303397,2023-11-25,6.0,4.4,7.1,Pipers Creek,Pipers
5303397,2024-01-22,9.0,7.8,7.6,Pipers Creek,Pipers
5303397,2024-02-17,1.0,9.8,8.3,Pipers Creek,Pipers
5303397,2024-03-18,5.666666667,14.5,11.4,Pipers Creek,Pipers
5303397,2024-06-10,8.666666667,19.0,13.2,Pipers Creek,Pipers
5303397,2024-08-02,5.333333333,24.9,15.8,Pipers Creek,Pipers
5303397,2024-08-31,16.66666667,21.8,14.6,Pipers Creek,Pipers
5303397,2024-09-28,20.66666667,14.1,13.4,Pipers Creek,Pipers
5303397,2025-06-15,100.0,15.3,12.2,Piper's Creek,Piper's Creek Above TP
5303397,2025-07-11,150.0,17.0,13.7,Piper's Creek,Piper's Creek Above TP
5303397,2025-07-26,100.0,15.8,13.2,Piper's Creek,Piper's Creek Above TP
5303397,2025-08-06,150.0,18.5,14.7,Piper's Creek,Piper's Creek Above TP
5303397,2025-08-24,11.11,17.5,13.8,Piper's Creek,Piper's Creek Above TP
5303397,2025-09-21,833.33,13.9,14.7,Piper's Creek,Piper's Creek Above TP
5303397,2025-11-15,55.56,12.7,11.6,Piper's Creek,Piper's Creek Above TP
5303397,2026-02-07,433.33,9.8,9.5,Piper's Creek,Piper's Creek Above TP
5303397,2026-03-07,11.11,10.7,10.3,Piper's Creek,Piper's Creek Above TP
5303398,2022-11-06,4.0,6.0,10.0,Pipers Creek,"Trib """"M"""""
5303398,2022-11-27,0.0,6.5,9.5,Pipers Creek,"Trib """"M"""""
5303398,2023-01-02,0.0,6.0,8.5,Pipers Creek,"Trib """"M"""""
5303398,2023-01-29,0.3333333333,3.0,7.0,Pipers Creek,Pipers
5303398,2023-02-26,0.0,5.0,8.0,Pipers Creek,"Trib """"M"""""
5303398,2023-03-26,0.6666666667,6.5,10.0,Pipers Creek,Pipers
5303398,2023-04-21,0.6666666667,9.0,11.0,Pipers Creek,Pipers
5303398,2023-05-22,1.333333333,13.0,12.0,Pipers Creek,Pipers
5303398,2023-06-21,1.0,14.0,13.0,Pipers Creek,Pipers
5303398,2023-07-19,6.666666667,23.5,14.0,Pipers Creek,Pipers
5303398,2023-08-16,8.666666667,17.0,7.0,Pipers Creek,Pipers
5303398,2023-09-10,7.666666667,16.0,16.0,Pipers Creek,Pipers
5303398,2023-10-11,8.333333333,10.0,,Pipers Creek,Pipers
5303398,2023-11-09,1.333333333,8.7,10.5,Pipers Creek,
5303398,2023-12-08,3.666666667,6.3,9.7,Pipers Creek,Pipers
5303398,2023-12-31,1.0,9.0,10.6,Pipers Creek,Pipers
5303398,2024-01-22,0.0,7.8,8.1,Pipers Creek,Pipers
5303398,2024-01-29,0.0,14.4,11.7,Pipers Creek,Pipers
5303398,2024-02-25,0.3333333333,9.8,10.3,Pipers Creek,Pipers
5303398,2024-03-24,17.66666667,11.1,11.6,Pipers Creek,Pipers
5303398,2024-04-22,0.0,14.2,12.2,Pipers Creek,Pipers
5303398,2024-05-18,14.66666667,10.3,11.7,Pipers Creek,Pipers
5303398,2024-06-20,8.0,20.9,13.7,Pipers Creek,Pipers
5303398,2024-08-15,8.333333333,20.3,14.8,Pipers Creek,Pipers
5303398,2024-09-08,1.0,22.2,14.7,Pipers Creek,Pipers
5303398,2025-05-04,22.22,13.7,11.6,Piper's Creek,Piper's Creek Trib M
5303398,2025-06-01,55.56,18.3,12.6,Piper's Creek,Piper's Creek Trib M
5303398,2025-06-29,100.0,20.4,13.9,Piper's Creek,Piper's Creek Trib M
5303398,2025-07-13,83.33,21.0,,Piper's Creek,Piper's Creek Trib M
5303398,2025-07-25,111.11,15.3,13.9,Piper's Creek,Piper's Creek Trib M
5303398,2025-09-21,33.33,16.1,13.3,Piper's Creek,Piper's Creek Trib M
5303398,2025-10-19,66.67,12.8,12.1,Piper's Creek,Piper's Creek Trib M
5303398,2025-11-16,11.11,13.1,12.5,Piper's Creek,Piper's Creek Trib M
5303398,2025-12-13,0.0,12.3,12.0,Piper's Creek,Piper's Creek Trib M
5303398,2026-01-10,66.67,8.6,10.1,Piper's Creek,Piper's Creek Trib M
5303398,2026-02-08,22.22,8.1,10.1,Piper's Creek,Piper's Creek Trib M
5303398,2026-02-22,0.0,7.2,9.2,Piper's Creek,Piper's Creek Trib M
5303398,2026-03-09,0.0,9.3,9.6,Piper's Creek,Piper's Creek Trib M
5303398,2026-03-22,133.33,7.2,9.4,Piper's Creek,Piper's Creek Trib M
5306101,2015-08-22,0.0,21.0,14.0,North Creek,North Creek
5306101,2015-09-06,0.0,14.5,13.0,North Creek,North Creek
5306101,2015-10-07,233.3333333,15.0,12.0,North Creek,North Creek
5306101,2015-11-05,66.66666667,12.0,8.0,North Creek,North Creek
5306101,2015-12-05,66.66666666500001,8.0,7.0,North Creek,North Creek
5306101,2016-01-30,0.0,6.5,6.5,North Creek,North Creek
5306101,2016-02-21,0.0,7.0,4.0,North Creek,North Creek
5306101,2016-03-30,0.0,15.0,11.0,North Creek,North Creek
5306101,2016-04-21,66.66666667,17.0,11.0,North Creek,North Creek
5306101,2016-05-26,33.33333333,14.0,10.0,North Creek,North Creek
5306101,2016-06-24,1966.666667,15.0,12.0,North Creek,North Creek
5306101,2016-07-21,0.0,22.5,15.0,North Creek,North Creek
5306101,2016-08-21,33.33333333,20.0,15.0,North Creek,North Creek
5306101,2016-09-03,1000.0,15.0,15.0,North Creek,North Creek
5306101,2016-10-10,66.66666667,12.5,11.0,North Creek,North Creek
5306101,2016-10-16,33.33333333,0.0,2.0,North Creek,North Creek
5306101,2016-11-18,0.0,10.0,8.0,North Creek,North Creek
5306101,2016-12-16,33.33333333,0.0,2.0,North Creek,North Creek
5306101,2017-01-30,33.33333333,8.0,5.0,North Creek,North Creek
5306101,2017-02-24,166.6666667,8.0,7.0,North Creek,North Creek
5306101,2017-03-25,0.0,11.0,10.0,North Creek,North Creek
5306101,2017-06-27,166.6666667,16.0,14.5,North Creek,North Creek
5306101,2017-07-27,366.6666667,15.0,15.0,North Creek,North Creek
5306101,2017-08-27,133.3333333,23.0,14.0,North Creek,North Creek
5306101,2017-09-30,200.0,12.0,12.0,North Creek,North Creek
5306101,2017-10-24,100.0,7.5,8.5,North Creek,North Creek
5306101,2017-12-30,0.0,4.0,6.0,North Creek,North Creek
5306101,2018-02-25,500.0,6.0,4.0,North Creek,North Creek
5306101,2018-03-25,33.33333333,2.0,5.0,North Creek,North Creek
5306101,2018-05-31,66.66666667,13.0,11.0,North Creek,North Creek
5306101,2018-06-24,100.0,11.0,14.0,North Creek,North Creek
5306101,2018-07-29,33.33333333,23.0,15.0,North Creek,North Creek
5306101,2018-08-26,33.33333333,14.0,13.0,North Creek,North Creek
5306101,2018-10-28,766.6666667,10.0,10.5,North Creek,North Creek
5306101,2018-11-25,0.0,2.0,6.0,North Creek,North Creek
5306101,2020-11-10,16.66666667,7.0,7.0,North Creek,North Creek
5306101,2020-12-14,0.0,5.0,6.0,North Creek,North Creek
5306101,2021-01-04,233.3333333,7.0,7.0,North Creek,North Creek
5306101,2021-03-09,16.66666667,6.0,5.0,North Creek,North Creek
5306101,2022-05-07,33.33333333,12.0,9.7,North Creek,North Creek
5306101,2022-06-01,366.6666667,16.0,12.0,North Creek,North Creek
5306101,2022-06-28,33.33333333,17.5,16.0,North Creek,North Creek
5306101,2022-08-09,166.6666667,17.0,15.0,North Creek,North Creek
5306101,2022-09-01,166.6666667,16.0,15.0,North Creek,North Creek
5306101,2022-10-04,166.6666667,16.0,15.0,North Creek,North Creek
5306101,2022-10-08,366.6666667,14.0,11.0,North Creek,North Creek
5306101,2022-12-08,66.66666667,4.5,4.5,North Creek,North Creek
5306101,2023-03-06,0.0,4.5,7.5,North Creek,North Creek
5306101,2023-04-04,0.0,4.0,6.0,North Creek,North Creek
5306101,2023-05-02,33.33333333,10.5,11.0,North Creek,North Creek
5306101,2023-06-22,100.0,19.0,14.0,North Creek,North Creek
5306101,2023-08-24,166.6666667,16.0,13.0,North Creek,North Creek
5306101,2023-11-19,88.88888889,7.5,7.5,North Creek,North Creek
5306101,2023-12-18,16.66666667,4.5,5.0,North Creek,North Creek
5306101,2024-01-22,33.33333333,8.0,4.0,North Creek,North Creek
5306101,2024-02-24,33.33333333,7.0,7.0,North Creek,North Creek
5306101,2024-04-21,83.33333333,0.0,0.0,North Creek,North Creek
5306101,2024-06-22,100.0,15.0,16.0,North Creek,North Creek
5306101,2024-07-19,100.0,17.5,15.0,North Creek,North Creek
5306101,2024-08-30,33.33,15.0,14.5,North Creek,North Creek
5306101,2024-11-11,566.67,10.0,11.0,North Creek,North Creek
5306101,2024-12-20,0.0,8.0,8.3,North Creek,North Creek
5306101,2025-01-30,16.67,0.0,2.5,North Creek,North Creek
5306101,2025-02-23,33.33,9.5,9.2,North Creek,North Creek
5306101,2025-03-30,0.0,8.0,8.6,North Creek,North Creek
5306101,2025-04-28,33.33,10.5,12.2,North Creek,North Creek
5306101,2025-05-17,83.33,11.5,12.6,North Creek,North Creek
5306101,2025-06-28,183.33,14.0,15.2,North Creek,North Creek
5306101,2025-07-21,116.67,15.0,15.6,North Creek,North Creek
5306101,2025-09-06,50.0,16.0,16.5,North Creek,North Creek
5306101,2026-02-08,33.33,7.5,8.2,North Creek,North Creek
5306102,2015-09-12,100.0,22.0,15.0,Swamp Creek,Swamp Creek
5306102,2015-10-10,33.33333333,16.5,13.0,Swamp Creek,Swamp Creek
5306102,2015-11-14,133.3333333,9.0,7.0,Swamp Creek,Swamp Creek
5306102,2016-01-09,0.0,5.0,2.0,Swamp Creek,Swamp Creek
5306102,2016-02-13,200.0,8.0,7.0,Swamp Creek,Swamp Creek
5306102,2016-04-16,0.0,12.0,8.0,Swamp Creek,Swamp Creek
5306102,2016-05-14,0.0,5.0,6.0,Swamp Creek,Swamp Creek
5306102,2016-06-12,1200.0,14.5,13.0,Swamp Creek,Swamp Creek
5306102,2016-07-09,100.0,17.0,14.0,Swamp Creek,Swamp Creek
5306102,2016-08-13,100.0,16.0,16.0,Swamp Creek,Swamp Creek
5306102,2016-09-17,766.6666667,14.0,15.0,Swamp Creek,Swamp Creek
5306102,2016-10-22,66.66666667,14.0,11.5,Swamp Creek,Swamp Creek
5306102,2016-11-12,100.0,13.0,12.5,Swamp Creek,Swamp Creek
5306102,2017-01-22,0.0,9.0,5.0,Swamp Creek,Swamp Creek
5306102,2017-02-18,0.0,6.0,6.5,Swamp Creek,Swamp Creek
5306102,2017-03-25,0.0,9.0,8.0,Swamp Creek,Swamp Creek
5306102,2017-04-28,133.3333333,10.5,10.0,Swamp Creek,Swamp Creek
5306102,2017-04-29,133.3333333,10.5,10.0,Swamp Creek,Swamp Creek
5306102,2017-09-16,100.0,17.0,12.0,Swamp Creek,Swamp Creek
5306102,2017-10-21,200.0,8.0,10.0,Swamp Creek,Swamp Creek
5306102,2017-11-26,200.0,12.0,9.0,Swamp Creek,Swamp Creek
5306102,2017-12-16,0.0,5.5,4.0,Swamp Creek,Swamp Creek
5306102,2018-01-20,0.0,6.0,6.5,Swamp Creek,Swamp Creek
5306102,2018-02-10,0.0,5.0,7.0,Swamp Creek,Swamp Creek
5306102,2018-03-10,0.0,6.0,5.0,Swamp Creek,Swamp Creek
5306102,2018-06-02,0.0,16.0,13.0,Swamp Creek,Swamp Creek
5306103,2015-09-22,333.3333333,18.0,13.0,North Creek,Little Swamp Creek
5306103,2015-10-16,600.0,14.0,12.0,North Creek,Little Swamp Creek
5306103,2015-11-20,0.0,7.0,7.0,North Creek,Little Swamp Creek
5306103,2015-12-19,33.33333333,7.0,7.0,North Creek,Little Swamp Creek
5306103,2016-01-19,166.6666667,6.0,6.5,North Creek,Little Swamp Creek
5306103,2016-02-09,0.0,9.0,7.0,North Creek,Little Swamp Creek
5306103,2016-03-10,66.66666667,8.5,8.0,North Creek,Little Swamp Creek
5306103,2016-04-13,466.6666667,13.0,8.0,North Creek,Little Swamp Creek
5306103,2016-05-20,833.3333333,13.0,10.0,North Creek,Little Swamp Creek
5306103,2016-06-10,800.0,12.0,12.0,North Creek,Little Swamp Creek
5306103,2016-07-12,166.6666667,22.0,14.0,North Creek,Little Swamp Creek
5306103,2016-08-20,2366.666667,23.0,15.0,North Creek,Little Swamp Creek
5306103,2016-09-09,7366.666667,17.5,13.0,North Creek,Little Swamp Creek
5306103,2016-10-08,700.0,16.0,12.5,North Creek,Little Swamp Creek
5306103,2016-11-04,633.3333333,7.5,9.5,North Creek,Little Swamp Creek
5306103,2016-12-10,666.6666667,4.0,6.0,North Creek,Little Swamp Creek
5306103,2017-01-10,300.0,6.0,4.0,North Creek,Little Swamp Creek
5306103,2017-02-09,100.0,11.0,7.5,North Creek,Little Swamp Creek
5306103,2017-03-07,0.0,2.5,5.5,North Creek,Little Swamp Creek
5306103,2017-04-11,33.33333333,15.5,10.0,North Creek,Little Swamp Creek
5306103,2017-05-08,333.3333333,13.0,10.0,North Creek,Little Swamp Creek
5306103,2017-06-05,3433.333333,18.0,12.0,North Creek,Little Swamp Creek
5306103,2017-07-16,7133.333333,17.0,13.5,North Creek,Little Swamp Creek
5306103,2017-08-09,18000.0,30.0,18.0,North Creek,Little Swamp Creek
5306103,2017-08-10,5400.0,22.5,15.5,North Creek,Little Swamp Creek
5306103,2017-09-11,12033.33333,21.0,13.5,North Creek,Little Swamp Creek
5306103,2017-11-10,233.3333333,11.5,9.0,North Creek,Little Swamp Creek
5306103,2017-12-11,0.0,4.8,5.0,North Creek,Little Swamp Creek
5306103,2018-01-15,33.33333333,17.0,8.5,North Creek,Little Swamp Creek
5306103,2018-02-12,266.6666667,4.0,9.0,North Creek,Little Swamp Creek
5306103,2018-05-25,266.6666667,14.0,12.0,North Creek,Little Swamp Creek
5306103,2018-07-26,1500.0,21.5,15.5,North Creek,Little Swamp Creek
5306103,2018-08-31,800.0,16.5,13.5,North Creek,Little Swamp Creek
5306103,2018-09-26,333.3333333,13.0,12.0,North Creek,Little Swamp Creek
5306103,2018-11-05,33.33333333,11.5,11.0,North Creek,Little Swamp Creek
5306103,2019-02-21,0.0,6.5,5.0,North Creek,Little Swamp Creek
5306103,2019-03-22,0.0,16.5,9.0,North Creek,Little Swamp Creek
5306103,2019-05-14,166.6666667,12.0,12.0,North Creek,Little Swamp Creek
5306103,2019-06-19,300.0,15.0,13.0,North Creek,Little Swamp Creek
5306103,2019-07-18,666.6666667,16.5,14.0,North Creek,Little Swamp Creek
5306103,2019-08-16,366.6666667,21.0,15.0,North Creek,Little Swamp Creek
5306103,2019-09-30,166.6666667,12.0,10.1,North Creek,Little Swamp Creek
5306103,2019-10-21,400.0,10.0,12.0,North Creek,Little Swamp Creek
5306103,2019-11-19,22.22222222,8.0,10.0,North Creek,Little Swamp Creek
5306103,2019-12-31,116.6666667,8.0,7.5,North Creek,Little Swamp Creek
5306103,2020-01-23,100.0,11.0,8.0,North Creek,Little Swamp Creek
5306103,2020-02-20,0.0,12.5,5.0,North Creek,Little Swamp Creek
5306103,2020-05-25,266.6666667,10.0,10.0,North Creek,Little Swamp Creek
5306103,2020-10-05,1533.333333,15.0,14.0,North Creek,Little Swamp Creek
5306103,2020-11-19,700.0,8.0,9.0,North Creek,Little Swamp Creek
5306103,2020-12-17,133.3333333,8.5,8.0,North Creek,Little Swamp Creek
5306103,2021-01-19,366.6666667,5.0,6.5,North Creek,Little Swamp Creek
5306103,2021-02-23,1333.333333,9.0,7.0,North Creek,Little Swamp Creek
5306103,2021-03-22,3866.666667,8.0,7.0,North Creek,Little Swamp Creek
5306103,2021-04-22,100.0,15.0,10.5,North Creek,Little Swamp Creek
5306103,2021-05-14,700.0,19.0,12.0,North Creek,Little Swamp Creek
5306103,2021-05-20,1600.0,25.0,15.0,North Creek,Little Swamp Creek
5306103,2021-06-29,1733.333333,23.5,16.0,North Creek,Little Swamp Creek
5306103,2021-07-24,100.0,24.0,15.0,North Creek,Little Swamp Creek
5306103,2021-08-19,266.66666665,17.5,15.0,North Creek,Little Swamp Creek
5306103,2021-09-23,466.6666667,20.0,13.5,North Creek,Little Swamp Creek
5306103,2021-10-20,1100.0,11.0,11.0,North Creek,Little Swamp Creek
5306103,2021-11-23,333.3333333,10.0,8.0,North Creek,Little Swamp Creek
5306103,2021-12-21,200.0,4.0,6.0,North Creek,Little Swamp Creek
5306103,2022-01-17,33.33333333,7.0,6.0,North Creek,Little Swamp Creek
5306103,2022-02-26,33.33333333,7.0,4.0,North Creek,Little Swamp Creek
5306103,2022-03-29,733.3333333,12.0,9.0,North Creek,Little Swamp Creek
5306103,2022-05-23,66.66666667,15.0,10.0,North Creek,Little Swamp Creek
5306103,2022-06-20,266.6666667,13.0,11.5,North Creek,Little Swamp Creek
5306103,2022-07-20,1600.0,25.0,15.0,North Creek,Little Swamp Creek
5306103,2022-08-25,1300.0,24.0,16.5,North Creek,Little Swamp Creek
5306103,2022-09-28,400.0,15.75,13.25,North Creek,Little Swamp Creek
5306103,2022-10-24,233.33333335,9.5,7.5,North Creek,Little Swamp Creek
5306103,2022-11-28,66.66666667,0.0,0.0,North Creek,Little Swamp Creek
5306103,2022-12-19,133.3333333,-1.0,4.0,North Creek,Little Swamp Creek
5306103,2023-01-17,166.6666667,6.0,6.5,North Creek,Little Swamp Creek
5306103,2023-02-14,33.33333333,4.0,4.5,North Creek,Little Swamp Creek
5306103,2023-03-22,33.33333333,14.0,9.0,North Creek,Little Swamp Creek
5306103,2023-04-19,233.3333333,0.0,0.0,North Creek,Little Swamp Creek
5306103,2023-05-30,166.6666667,13.0,10.5,North Creek,Little Swamp Creek
5306103,2023-06-26,0.0,19.0,14.5,North Creek,Little Swamp Creek
5306103,2023-07-27,100.0,23.5,15.0,North Creek,Little Swamp Creek
5306103,2023-08-17,266.6666667,28.5,16.0,North Creek,Little Swamp Creek
5306103,2023-09-14,433.3333333,22.5,15.0,North Creek,Little Swamp Creek
5306103,2023-10-18,233.3333333,20.0,13.5,North Creek,Little Swamp Creek
5306103,2023-10-20,0.0,7.0,8.5,North Creek,Little Swamp Creek
5306103,2023-12-20,33.33333333,3.5,7.0,North Creek,Little Swamp Creek
5306103,2024-01-18,111.1111111,1.0,3.5,North Creek,Little Swamp Creek
5306103,2024-03-02,11.11111111,6.5,6.5,North Creek,Little Swamp Creek
5306103,2024-03-25,0.0,0.0,0.0,North Creek,Little Swamp Creek
5306103,2024-04-24,0.0,9.5,9.5,North Creek,Little Swamp Creek
5306103,2024-05-27,66.66666667,16.5,12.0,North Creek,Little Swamp Creek
5306103,2024-07-26,122.22,18.0,4.0,Swamp Creek,Little Swamp Creek
5306103,2024-08-27,433.33,15.0,14.0,Swamp Creek,Little Swamp Creek
5306103,2024-09-24,433.33,18.0,14.0,Swamp Creek,Little Swamp Creek
5306103,2024-10-23,33.33,8.5,10.5,Swamp Creek,Little Swamp Creek
5306103,2024-11-26,0.0,7.0,9.0,Swamp Creek,Little Swamp Creek
5306103,2024-12-28,33.33,8.5,8.5,Swamp Creek,Little Swamp Creek
5306103,2025-01-30,0.0,2.0,4.0,Swamp Creek,Little Swamp Creek
5306103,2025-03-19,0.0,11.5,8.0,Swamp Creek,Little Swamp Creek
5306103,2025-04-17,0.0,14.5,9.0,Swamp Creek,Little Swamp Creek
5306103,2025-05-20,155.56,12.0,11.0,Swamp Creek,Little Swamp Creek
5306103,2025-06-21,1711.11,11.5,11.5,Swamp Creek,Little Swamp Creek
5306103,2025-07-24,233.33,19.0,15.0,Swamp Creek,Little Swamp Creek
5306103,2025-08-25,233.33,26.0,15.5,Swamp Creek,Little Swamp Creek
5306103,2025-09-24,400.0,17.5,13.0,Swamp Creek,Little Swamp Creek
5306103,2025-10-27,100.0,12.5,10.0,Swamp Creek,Little Swamp Creek
5306103,2025-11-28,66.67,10.0,9.5,Swamp Creek,Little Swamp Creek
5306103,2025-12-29,0.0,4.0,6.0,Swamp Creek,Little Swamp Creek
5306103,2026-01-28,11.11,9.5,7.0,Swamp Creek,Little Swamp Creek
5306103,2026-02-23,11.11,8.0,7.0,Swamp Creek,Little Swamp Creek
5306103,2026-03-27,0.0,18.0,8.0,Swamp Creek,Little Swamp Creek
5306105,2015-09-21,100.0,15.0,21.0,Quilceda Creek,Snohomish River
5306105,2015-10-23,0.0,8.0,14.0,Quilceda Creek,Snohomish River
5306105,2015-12-01,0.0,9.0,7.0,Quilceda Creek,Snohomish River
5306105,2015-12-28,0.0,4.0,5.5,Quilceda Creek,Snohomish River
5306105,2016-01-30,0.0,6.0,12.0,Quilceda Creek,Snohomish River
5306105,2016-02-28,0.0,11.0,9.0,Quilceda Creek,Snohomish River
5306105,2016-04-25,0.0,8.5,16.0,Quilceda Creek,Snohomish River
5306106,2015-10-01,66.66666667,10.0,11.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2015-11-05,0.0,10.0,8.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2016-01-01,133.3333333,11.0,7.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2016-02-11,0.0,12.0,7.5,Elwell Creek-Skykomish River,Woods Creek
5306106,2016-03-04,100.0,14.0,7.5,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-03-10,0.0,14.0,5.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-04-07,0.0,11.0,9.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-05-05,0.0,14.0,9.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-06-02,200.0,16.0,12.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-07-07,100.0,18.0,16.0,Elwell Creek-Skykomish River,Woods Creek
5306106,2018-09-22,33.33333333,15.5,14.0,Elwell Creek-Skykomish River,Woods Creek
5306107,2015-09-21,633.3333333,16.0,14.5,Little Pilchuck River,Catherine Creek
5306107,2015-10-23,0.0,14.0,10.0,Little Pilchuck River,Catherine Creek
5306107,2015-12-01,0.0,9.0,4.0,Little Pilchuck River,Catherine Creek
5306107,2015-12-28,0.0,3.5,4.0,Little Pilchuck River,Catherine Creek
5306107,2016-02-28,0.0,10.0,9.0,Little Pilchuck River,Catherine Creek
5306107,2016-04-14,166.6666667,10.0,12.0,Little Pilchuck River,Catherine Creek
5306107,2016-06-17,166.6666667,15.0,12.0,Little Pilchuck River,Catherine Creek
5306108,2015-12-04,0.0,9.5,7.0,French Creek,Cripple Creek
5306108,2016-01-01,133.3333333,1.0,1.0,French Creek,Cripple Creek
5306108,2016-02-11,0.0,7.5,6.5,French Creek,Cripple Creek
5306108,2016-03-04,0.0,17.0,7.5,French Creek,Cripple Creek
5306108,2022-08-21,50.0,10.0,10.0,French Creek,Cripple Creek
5306109,2015-09-26,0.0,16.0,12.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2015-10-25,0.0,16.0,11.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2015-11-22,0.0,7.0,5.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2015-12-16,33.33333333,4.0,6.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-01-24,0.0,8.0,7.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-02-21,0.0,9.0,7.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-03-13,0.0,8.0,7.5,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-04-16,0.0,12.0,10.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-05-15,1833.333333,12.0,12.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-06-11,866.6666667,14.5,14.0,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-07-10,0.0,16.0,14.5,Shell Creek-Frontal Puget Sound,Big Gulch
5306109,2016-08-21,66.66666667,15.5,15.5,Shell Creek-Frontal Puget Sound,Big Gulch
